category,claim_count,unique_study_count,percent_of_206_studies,conditional_claim_count,eligible_quantitative_claim_count,eligible_qualitative_claim_count,context_only_claim_count
backscattered_Stokes_suppression,1,1,0.5,0,1,0,0
balanced_power_ratio,1,1,0.5,0,1,0,0
bandpass_filter,1,1,0.5,1,1,0,0
bandwidth_limit,1,1,0.5,0,1,0,0
bandwidth_rate_EVM_error_sweeps,1,1,0.5,0,1,0,0
bandwidth_rate_pairs,1,1,0.5,0,1,0,0
bandwidth_sweep,1,1,0.5,1,1,0,0
barrier_parameter,1,1,0.5,0,1,0,0
base_feature_count,1,1,0.5,0,1,0,0
baseband_frequency,1,1,0.5,0,1,0,0
baseline_2D_CNN_accuracy,1,1,0.5,0,1,0,0
baseline_SVM_accuracy,1,1,0.5,0,1,0,0
baseline_accuracy_drop,1,1,0.5,0,1,0,0
baseline_bit_error_rate,1,1,0.5,0,1,0,0
baseline_feature_vector_length,1,1,0.5,0,1,0,0
baseline_object_recognition_accuracy,1,1,0.5,0,1,0,0
baseline_ranging_accuracy,1,1,0.5,0,1,0,0
baud_distance_profiles,1,1,0.5,0,1,0,0
baud_rate_lower_bound,1,1,0.5,0,1,0,0
baud_rate_upper_bound,1,1,0.5,0,1,0,0
beam_count,1,1,0.5,1,1,0,0
beam_diameter,1,1,0.5,1,1,0,0
beam_orientation_count,1,1,0.5,0,1,0,0
beam_waist_diameter,1,1,0.5,0,1,0,0
beamsteering_coverage_gain,1,1,0.5,0,1,0,0
beat_frequencies,1,1,0.5,0,1,0,0
beat_frequency_separation,1,1,0.5,0,1,0,0
benchmark_group_count,1,1,0.5,1,1,0,0
benchmark_outage_boundary,1,1,0.5,0,1,0,0
best_overlap_EVM,1,1,0.5,0,1,0,0
best_ranging_RMSE,1,1,0.5,0,1,0,0
bit_duplication,1,1,0.5,0,1,0,0
bit_duration,1,1,0.5,0,1,0,0
bit_rate_sweep,1,1,0.5,1,1,0,0
bits_per_frame,1,1,0.5,0,1,0,0
bits_tested,1,1,0.5,0,1,0,0
blank_ratio,1,1,0.5,0,1,0,0
blind_range,1,1,0.5,0,1,0,0
block_size_series,1,1,0.5,0,1,0,0
blockage_parameters,1,1,0.5,0,1,0,0
blocker_sweep_user_count,1,1,0.5,0,1,0,0
blue_no_sample_optical_power,1,1,0.5,0,1,0,0
brute_force_complexity,1,1,0.5,1,1,0,0
calculated_max_detection_distance,1,1,0.5,0,1,0,0
calibrated_distance_error,1,1,0.5,1,1,0,0
calibration_angle_step,1,1,0.5,1,1,0,0
calibration_command_frequency,1,1,0.5,1,1,0,0
calibration_distance_range,1,1,0.5,0,1,0,0
calibration_distances,1,1,0.5,1,1,0,0
calibration_frequency,1,1,0.5,0,1,0,0
calibration_offset,1,1,0.5,0,1,0,0
calibration_sensitivity,1,1,0.5,0,1,0,0
camera_focal_length,1,1,0.5,0,1,0,0
cancellation_control,1,1,0.5,0,1,0,0
cancellation_depth_bandwidth,1,1,0.5,0,1,0,0
capacitance,1,1,0.5,1,1,0,0
capacity_CRLB_Pareto,1,1,0.5,0,1,0,0
capacity_vs_distance,1,1,0.5,0,1,0,0
capture_sampling_rate,1,1,0.5,1,1,0,0
captured_power_fraction,1,1,0.5,0,1,0,0
carrier_fiber_wireless,1,1,0.5,0,1,0,0
carrier_frequency_EVM_window,1,1,0.5,0,1,0,0
carrier_frequency_range,1,1,0.5,0,1,0,0
carrier_signal_power_ratio,1,1,0.5,0,1,0,0
carrier_step,1,1,0.5,0,1,0,0
carrier_suppression_ratio,1,1,0.5,0,1,0,0
ceiling_receiver_plane_separation,1,1,0.5,0,1,0,0
cell_diameter,1,1,0.5,0,1,0,0
cell_dimensions,1,1,0.5,0,1,0,0
cell_radius,1,1,0.5,0,1,0,0
center_frequency,1,1,0.5,0,1,0,0
centimeter_accuracy_SNR,1,1,0.5,0,1,0,0
channel_bandwidth,1,1,0.5,0,1,0,0
channel_coefficient,1,1,0.5,1,1,0,0
channel_count,1,1,0.5,1,1,0,0
channel_gain,1,1,0.5,0,1,0,0
channel_length,1,1,0.5,0,1,0,0
channel_transmissivity_range,1,1,0.5,0,1,0,0
chaotic_10dB_bandwidth,1,1,0.5,0,1,0,0
chaotic_center_frequency,1,1,0.5,0,1,0,0
charge_time,1,1,0.5,1,1,0,0
charge_voltage,1,1,0.5,1,1,0,0
charging,1,1,0.5,1,1,0,0
charging_time,1,1,0.5,1,1,0,0
chip_duration,1,1,0.5,0,1,0,0
chip_loss,1,1,0.5,0,1,0,0
chirp_bandwidth,1,1,0.5,0,1,0,0
chirp_bandwidth_boundary,1,1,0.5,0,1,0,0
chirp_bandwidth_duration_TBWP,1,1,0.5,0,1,0,0
chirp_center_frequency,1,1,0.5,0,1,0,0
chirp_cross_correlation,1,1,0.5,0,1,0,0
chirp_frequency_span,1,1,0.5,0,1,0,0
chirp_rate,1,1,0.5,0,1,0,0
chirp_rate_cases,1,1,0.5,1,1,0,0
chirp_upper_frequency,1,1,0.5,0,1,0,0
chromatic_dispersion,1,1,0.5,0,1,0,0
claimed_accuracy_range,1,1,0.5,0,1,0,0
class_count,1,1,0.5,0,1,0,0
class_sample_count,1,1,0.5,0,1,0,0
classical_to_quantum_IDR_ratio,1,1,0.5,0,1,0,0
classification_SNR_stability,1,1,0.5,1,1,0,0
clipping_ratio_sweep,1,1,0.5,1,1,0,0
clock_offset_range_error,1,1,0.5,0,1,0,0
cluster_count,1,1,0.5,0,1,0,0
code_length_sweep,1,1,0.5,0,1,0,0
code_rate,1,1,0.5,1,1,0,0
coefficient_of_determination,1,1,0.5,0,1,0,0
coexistence_EVM_penalty,1,1,0.5,0,1,0,0
coexistence_SIR_penalty,1,1,0.5,0,1,0,0
coexistence_temperature_cases,1,1,0.5,0,1,0,0
coherent_pulse_count,1,1,0.5,0,1,0,0
coherent_transmitter_parameters,1,1,0.5,0,1,0,0
coincident_angle_ISLR_gain,1,1,0.5,0,1,0,0
comb_coupler_footprint,1,1,0.5,0,1,0,0
comb_drive,1,1,0.5,0,1,0,0
comb_drive_spacing,1,1,0.5,0,1,0,0
comb_tooth_separation,1,1,0.5,0,1,0,0
comb_waveguide_dimensions,1,1,0.5,0,1,0,0
comb_waveguide_etch_depth,1,1,0.5,0,1,0,0
combined_gain_coefficients,1,1,0.5,0,1,0,0
combined_laser_linewidth,1,1,0.5,0,1,0,0
combined_optical_power,1,1,0.5,0,1,0,0
communication_RTO_sampling_rate,1,1,0.5,0,1,0,0
communication_SIR,1,1,0.5,0,1,0,0
communication_UE_count,1,1,0.5,0,1,0,0
communication_bandwidth,1,1,0.5,0,1,0,0
communication_beam_angles,1,1,0.5,0,1,0,0
communication_bit_count,1,1,0.5,0,1,0,0
communication_capture_rate,1,1,0.5,0,1,0,0
communication_carrier_frequency,1,1,0.5,0,1,0,0
communication_convergence_iterations,1,1,0.5,1,1,0,0
communication_data_rate,1,1,0.5,0,1,0,0
communication_degradation,1,1,0.5,0,1,0,0
communication_fiber_length,1,1,0.5,0,1,0,0
communication_laser_linewidth,1,1,0.5,0,1,0,0
communication_noise_power,1,1,0.5,0,1,0,0
communication_path_loss_exponent,1,1,0.5,1,1,0,0
communication_rate,1,1,0.5,0,1,0,0
communication_receiver_diameter,1,1,0.5,0,1,0,0
communication_receiver_distance,1,1,0.5,0,1,0,0
communication_receiver_noise_variance,1,1,0.5,0,1,0,0
communication_sensing_channel_counts,1,1,0.5,0,1,0,0
communication_sensing_distance_scaling,1,1,0.5,0,1,0,0
communication_sensing_power_ratios,1,1,0.5,0,1,0,0
communication_sensing_user_split,1,1,0.5,0,1,0,0
communication_test_distance,1,1,0.5,0,1,0,0
communication_to_sensing_power_ratio,1,1,0.5,0,1,0,0
companion_profile,1,1,0.5,0,1,0,0
comparator_drive,1,1,0.5,0,1,0,0
comparator_optical_bandwidth,1,1,0.5,0,1,0,0
compared_sampling_rates,1,1,0.5,0,1,0,0
component_sensitivity_gain,1,1,0.5,0,1,0,0
component_sizes,1,1,0.5,0,1,0,0
composite_frequency_response_variation,1,1,0.5,0,1,0,0
comprehensive_localization_error,1,1,0.5,0,1,0,0
computational_complexity,1,1,0.5,0,1,0,0
compute_scaling,1,1,0.5,0,1,0,0
concentrator_refractive_index,1,1,0.5,0,1,0,0
concurrent_uplink_BER,1,1,0.5,1,1,0,0
conference_profile,1,1,0.5,0,1,0,0
confidence_interval_level,1,1,0.5,0,1,0,0
constellation_order,1,1,0.5,1,1,0,0
constellation_test_power,1,1,0.5,0,1,0,0
container_dimensions,1,1,0.5,0,1,0,0
contextual_prior_rate,1,1,0.5,0,1,0,0
contextual_prior_steering,1,1,0.5,0,1,0,0
control_gains,1,1,0.5,0,1,0,0
control_period,1,1,0.5,0,1,0,0
control_update_scaling,1,1,0.5,0,1,0,0
control_voltage_periods,1,1,0.5,0,1,0,0
controlled_vibration,1,1,0.5,0,1,0,0
conventional_peak_power_range,1,1,0.5,0,1,0,0
converged_channel_NMSE,1,1,0.5,0,1,0,0
converged_positioning_error,1,1,0.5,0,1,0,0
converged_recovery_probability,1,1,0.5,0,1,0,0
convergence_tolerance,1,1,0.5,0,1,0,0
convolutional_block_count,1,1,0.5,1,1,0,0
correct_positive_pairs,1,1,0.5,0,1,0,0
corrected_target_ranges,1,1,0.5,0,1,0,0
correction_command_frequency,1,1,0.5,1,1,0,0
correlation_FWHM,1,1,0.5,0,1,0,0
correlation_frequencies,1,1,0.5,1,1,0,0
correlation_peak_offset,1,1,0.5,0,1,0,0
correlation_peak_positions,1,1,0.5,0,1,0,0
correlation_region_radius,1,1,0.5,1,1,0,0
correlation_window_length,1,1,0.5,1,1,0,0
counting_protocol,1,1,0.5,0,1,0,0
counting_sample_volume,1,1,0.5,0,1,0,0
coverage_BER_threshold,1,1,0.5,0,1,0,0
coverage_gain_BER,1,1,0.5,0,1,0,0
coverage_gain_MSE,1,1,0.5,0,1,0,0
coverage_gain_intensity,1,1,0.5,0,1,0,0
cross_correlation_FWHM,1,1,0.5,0,1,0,0
cross_correlation_attenuation,1,1,0.5,0,1,0,0
cross_correlation_peak,1,1,0.5,0,1,0,0
crosstalk_coefficient_sweep,1,1,0.5,0,1,0,0
crosstalk_suppression,1,1,0.5,1,1,0,0
culture_aeration,1,1,0.5,0,1,0,0
culture_flask_volume,1,1,0.5,0,1,0,0
culture_illumination,1,1,0.5,0,1,0,0
culture_temperature,1,1,0.5,0,1,0,0
current,1,1,0.5,1,1,0,0
cyclic_prefix_duration,1,1,0.5,1,1,0,0
cyclic_prefix_fraction,1,1,0.5,0,1,0,0
cyclic_prefix_lengths,1,1,0.5,0,1,0,0
cyclic_prefix_overhead,1,1,0.5,0,1,0,0
cyclic_suffix_fraction,1,1,0.5,0,1,0,0
cylinder_diameter,1,1,0.5,1,1,0,0
cylinder_height,1,1,0.5,1,1,0,0
data_channel_count,1,1,0.5,0,1,0,0
data_launch_power,1,1,0.5,0,1,0,0
data_rate_chirp_bandwidth_sweep,1,1,0.5,0,1,0,0
data_subchirps,1,1,0.5,0,1,0,0
data_transmission_rate_definition,1,1,0.5,0,1,0,0
dataset_ROP_lower_bound,1,1,0.5,0,1,0,0
dataset_ROP_upper_bound,1,1,0.5,0,1,0,0
dataset_identifier,1,1,0.5,0,1,0,0
dataset_update_interval,1,1,0.5,0,1,0,0
decay_rate,1,1,0.5,1,1,0,0
dechirped_bandwidth,1,1,0.5,0,1,0,0
dechirped_capture_rate,1,1,0.5,0,1,0,0
dechirped_peak_bandwidth,1,1,0.5,0,1,0,0
dechirped_peak_frequencies,1,1,0.5,0,1,0,0
dechirped_signal_SNR,1,1,0.5,0,1,0,0
default_non_user_blockers,1,1,0.5,0,1,0,0
delay_dimension_symbols,1,1,0.5,0,1,0,0
delay_error_standard_deviation,1,1,0.5,0,1,0,0
delay_estimation_accuracy,1,1,0.5,0,1,0,0
demonstrated_distance,1,1,0.5,0,1,0,0
demonstrated_node_count,1,1,0.5,0,1,0,0
demonstrated_sensor_joints,1,1,0.5,0,1,0,0
deployment_area,1,1,0.5,1,1,0,0
deployment_height,1,1,0.5,1,1,0,0
design_parameter,1,1,0.5,1,1,0,0
design_point,1,1,0.5,0,1,0,0
designed_receiver_count,1,1,0.5,0,1,0,0
desired_angle,1,1,0.5,1,1,0,0
desired_relative_pose,1,1,0.5,0,1,0,0
detectable_frequency_lower_bound,1,1,0.5,0,1,0,0
detectable_frequency_upper_bound,1,1,0.5,0,1,0,0
detected_target_separation,1,1,0.5,0,1,0,0
detection_EQE,1,1,0.5,1,1,0,0
detection_SNR_threshold,1,1,0.5,0,1,0,0
detection_peak_wavelength,1,1,0.5,1,1,0,0
detection_precision,1,1,0.5,0,1,0,0
detection_probability,1,1,0.5,0,1,0,0
detection_threshold,1,1,0.5,0,1,0,0
device_size,1,1,0.5,1,1,0,0
difference_frequency,1,1,0.5,1,1,0,0
differential_group_delay,1,1,0.5,1,1,0,0
differential_resistance,1,1,0.5,0,1,0,0
diffuse_source_epsilon90_change,1,1,0.5,0,1,0,0
direct_power_density_accuracy,1,1,0.5,0,1,0,0
directive_radius_error_onset,1,1,0.5,0,1,0,0
discount_factor,1,1,0.5,1,1,0,0
dispersion_coefficient,1,1,0.5,1,1,0,0
dispersion_parameter,1,1,0.5,1,1,0,0
display_delay,1,1,0.5,0,1,0,0
distance_CRLB_definition,1,1,0.5,0,1,0,0
distance_CRLB_vs_distance,1,1,0.5,0,1,0,0
distance_RMSE,1,1,0.5,1,1,0,0
distance_difference_error,1,1,0.5,0,1,0,0
distance_estimate_formula,1,1,0.5,0,1,0,0
distance_precision_constraints,1,1,0.5,1,1,0,0
distance_sweep,1,1,0.5,0,1,0,0
distance_sweep_rate_bandwidth,1,1,0.5,0,1,0,0
distance_turbulence_tradeoff_conditions,1,1,0.5,0,1,0,0
distortion_measure,1,1,0.5,1,1,0,0
distribution_CP_length,1,1,0.5,0,1,0,0
distribution_frame_counts,1,1,0.5,0,1,0,0
distribution_power_index_ratio,1,1,0.5,0,1,0,0
distribution_subcarrier_count,1,1,0.5,0,1,0,0
dominant_frequency,1,1,0.5,0,1,0,0
dominant_frequency_error,1,1,0.5,0,1,0,0
doppler_frequency_shift,1,1,0.5,0,1,0,0
downconverted_carrier_frequency,1,1,0.5,0,1,0,0
downconverted_frequency,1,1,0.5,0,1,0,0
downlink_BER,1,1,0.5,1,1,0,0
downlink_VPP,1,1,0.5,0,1,0,0
downlink_rate,1,1,0.5,0,1,0,0
downsampled_samples,1,1,0.5,0,1,0,0
drive_chaos_correlation,1,1,0.5,0,1,0,0
drive_chaos_correlation_after_scrambling,1,1,0.5,0,1,0,0
drive_to_chaos_correlation,1,1,0.5,0,1,0,0
dropout_rate,1,1,0.5,1,1,0,0
dual_target_spacing_error,1,1,0.5,0,1,0,0
dual_target_trough_gain,1,1,0.5,0,1,0,0
duct_classes,1,1,0.5,0,1,0,0
dynamic_range,1,1,0.5,0,1,0,0
dynamic_range_enhancement,1,1,0.5,0,1,0,0
dynamic_resistance,1,1,0.5,0,1,0,0
earthquake_count_magnitude_range,1,1,0.5,0,1,0,0
earthquake_depth,1,1,0.5,1,1,0,0
earthquake_magnitude,1,1,0.5,1,1,0,0
echo_amplifier_gains,1,1,0.5,0,1,0,0
echo_chirp_span,1,1,0.5,0,1,0,0
echo_count,1,1,0.5,1,1,0,0
echo_pulse_duration,1,1,0.5,0,1,0,0
edge_emitters,1,1,0.5,0,1,0,0
edge_processing_rate,1,1,0.5,0,1,0,0
effective_bandwidth,1,1,0.5,0,1,0,0
effective_communication_bandwidth,1,1,0.5,1,1,0,0
effective_optical_bandwidth,1,1,0.5,0,1,0,0
effective_output,1,1,0.5,1,1,0,0
effective_pre_FEC_data_rate,1,1,0.5,0,1,0,0
electrical_LO_frequency,1,1,0.5,0,1,0,0
electrical_carrier_frequency,1,1,0.5,0,1,0,0
embedded_data_per_pulse,1,1,0.5,1,1,0,0
embedded_data_rates,1,1,0.5,0,1,0,0
emission_EQE,1,1,0.5,1,1,0,0
emission_FWHM,1,1,0.5,0,1,0,0
emission_efficiency,1,1,0.5,0,1,0,0
emission_peak,1,1,0.5,1,1,0,0
emission_peak_shift,1,1,0.5,0,1,0,0
emission_peak_wavelengths,1,1,0.5,0,1,0,0
emitter_count,1,1,0.5,1,1,0,0
emitter_height,1,1,0.5,1,1,0,0
emitter_pitch,1,1,0.5,0,1,0,0
emitter_spacing,1,1,0.5,0,1,0,0
empirical_range_resolution,1,1,0.5,0,1,0,0
emulated_reach,1,1,0.5,0,1,0,0
encoded_packet_ratio,1,1,0.5,0,1,0,0
encoding_gain,1,1,0.5,0,1,0,0
end_to_end_latency,1,1,0.5,1,1,0,0
energy_constraint_parameter,1,1,0.5,0,1,0,0
enhanced_mode_illuminance_constraints,1,1,0.5,0,1,0,0
enhancement_factor_sweep,1,1,0.5,1,1,0,0
envelope_detector_bandwidth,1,1,0.5,0,1,0,0
envelope_frequency,1,1,0.5,1,1,0,0
environment_switch_interval,1,1,0.5,0,1,0,0
epicenter_distance,1,1,0.5,1,1,0,0
epochs,1,1,0.5,0,1,0,0
equivalent_CPRI_data_rate,1,1,0.5,0,1,0,0
equivalent_SNR_augmentation,1,1,0.5,0,1,0,0
equivalent_SSMF_length_deviation,1,1,0.5,0,1,0,0
equivalent_frequency_mismatch,1,1,0.5,0,1,0,0
equivalent_range_resolution,1,1,0.5,0,1,0,0
equivalent_time_bandwidth_product,1,1,0.5,0,1,0,0
equivalent_time_resolution,1,1,0.5,0,1,0,0
error_direction_angle,1,1,0.5,0,1,0,0
error_free_observation,1,1,0.5,0,1,0,0
error_free_window,1,1,0.5,0,1,0,0
error_free_window_lower,1,1,0.5,0,1,0,0
error_free_window_upper,1,1,0.5,0,1,0,0
error_scaling,1,1,0.5,0,1,0,0
estimated_channel_paths,1,1,0.5,0,1,0,0
estimated_distance_difference,1,1,0.5,0,1,0,0
estimated_target_spacing,1,1,0.5,0,1,0,0
estimated_vibration_frequency,1,1,0.5,0,1,0,0
estimation_error_units,1,1,0.5,1,1,0,0
estimator_complexity,1,1,0.5,0,1,0,0
ethanol_photocurrent_relation,1,1,0.5,0,1,0,0
event_end_time,1,1,0.5,1,1,0,0
event_location,1,1,0.5,0,1,0,0
event_loss_model,1,1,0.5,0,1,0,0
event_onset_time,1,1,0.5,1,1,0,0
event_record_duration,1,1,0.5,1,1,0,0
excess_noise,1,1,0.5,0,1,0,0
excess_path_loss,1,1,0.5,1,1,0,0
experimental_target_ranges,1,1,0.5,0,1,0,0
exponential_prior_parameter,1,1,0.5,1,1,0,0
exposure_time,1,1,0.5,0,1,0,0
extrapolated_data_rate,1,1,0.5,0,1,0,0
fading_noise_suppression,1,1,0.5,0,1,0,0
fading_occurrence,1,1,0.5,0,1,0,0
fading_robustness,1,1,0.5,0,1,0,0
false_target_frequency,1,1,0.5,1,1,0,0
far_user_vertical_separation,1,1,0.5,1,1,0,0
feature_set,1,1,0.5,0,1,0,0
ferry_tracking_window,1,1,0.5,1,1,0,0
fft_size,1,1,0.5,0,1,0,0
fiber_analysis_span,1,1,0.5,1,1,0,0
fiber_and_wireless_length,1,1,0.5,0,1,0,0
fiber_length_conditions,1,1,0.5,0,1,0,0
fiber_length_default,1,1,0.5,0,1,0,0
fiber_length_sweep_lower,1,1,0.5,0,1,0,0
fiber_length_sweep_upper,1,1,0.5,0,1,0,0
fiber_model_segment_count,1,1,0.5,0,1,0,0
fiber_offset_calibration,1,1,0.5,0,1,0,0
fiber_power_penalty,1,1,0.5,1,1,0,0
fiber_round_trip_length,1,1,0.5,0,1,0,0
fiber_round_trip_time,1,1,0.5,0,1,0,0
fiber_span,1,1,0.5,0,1,0,0
fiber_spans,1,1,0.5,0,1,0,0
fiber_transmission_loss,1,1,0.5,0,1,0,0
fiber_wireless_reach,1,1,0.5,0,1,0,0
field_fiber_geometry,1,1,0.5,0,1,0,0
field_sensing_range,1,1,0.5,0,1,0,0
field_test_range,1,1,0.5,0,1,0,0
figure_condition_CP_length,1,1,0.5,0,1,0,0
figure_condition_frame_count,1,1,0.5,0,1,0,0
figure_condition_subcarriers,1,1,0.5,0,1,0,0
filter_bandwidth_optimum,1,1,0.5,0,1,0,0
filter_length,1,1,0.5,0,1,0,0
fine_target_sweep,1,1,0.5,0,1,0,0
fine_tune_learning_rate,1,1,0.5,0,1,0,0
first_order_suppression_ratio,1,1,0.5,0,1,0,0
first_subband_BER,1,1,0.5,0,1,0,0
fit_RMSE,1,1,0.5,0,1,0,0
fit_coefficient,1,1,0.5,0,1,0,0
fit_quality,1,1,0.5,0,1,0,0
fixed_antenna_gap,1,1,0.5,0,1,0,0
fixed_receiver_pointing_error_bound,1,1,0.5,0,1,0,0
fixed_target_distance,1,1,0.5,0,1,0,0
flex_grid_resolution,1,1,0.5,0,1,0,0
fog_event_count,1,1,0.5,0,1,0,0
formation_error_band,1,1,0.5,0,1,0,0
forward_voltage,1,1,0.5,1,1,0,0
frame_and_multipath_parameters,1,1,0.5,0,1,0,0
frame_blocks,1,1,0.5,0,1,0,0
frame_number_sweep,1,1,0.5,0,1,0,0
frame_size,1,1,0.5,0,1,0,0
free_space_length,1,1,0.5,0,1,0,0
free_space_loss,1,1,0.5,0,1,0,0
frequency_SNR,1,1,0.5,0,1,0,0
frequency_broadening,1,1,0.5,0,1,0,0
frequency_coverage,1,1,0.5,1,1,0,0
frequency_detuning,1,1,0.5,0,1,0,0
frequency_diversity_gain,1,1,0.5,0,1,0,0
frequency_doubled_LFM,1,1,0.5,0,1,0,0
frequency_error,1,1,0.5,0,1,0,0
frequency_guard,1,1,0.5,0,1,0,0
frequency_hopping_rate,1,1,0.5,0,1,0,0
frequency_measurement_error_bound,1,1,0.5,0,1,0,0
frequency_multiplication_factor,1,1,0.5,0,1,0,0
frequency_multiplier_factor,1,1,0.5,0,1,0,0
frequency_offset_estimation_error,1,1,0.5,0,1,0,0
frequency_pulse_length,1,1,0.5,1,1,0,0
frequency_resolution,1,1,0.5,0,1,0,0
frequency_response,1,1,0.5,1,1,0,0
frequency_response_sweep,1,1,0.5,0,1,0,0
frequency_shift,1,1,0.5,0,1,0,0
frequency_shift_bandwidth_lower,1,1,0.5,0,1,0,0
frequency_shift_bandwidth_upper,1,1,0.5,0,1,0,0
frequency_shift_per_loop,1,1,0.5,0,1,0,0
frequency_span,1,1,0.5,0,1,0,0
frequency_step,1,1,0.5,0,1,0,0
frequency_sweep,1,1,0.5,0,1,0,0
frequency_upsampling_rate,1,1,0.5,1,1,0,0
fully_connected_units,1,1,0.5,1,1,0,0
functional_interruption_probability,1,1,0.5,0,1,0,0
fused_joint_product,1,1,0.5,0,1,0,0
fusion_resolution_bounds,1,1,0.5,0,1,0,0
future_data_rate_target,1,1,0.5,0,1,0,0
gap_to_global_optimum,1,1,0.5,0,1,0,0
gateway_location,1,1,0.5,0,1,0,0
gauge_length,1,1,0.5,0,1,0,0
generated_THz_power,1,1,0.5,0,1,0,0
gesture_classes,1,1,0.5,0,1,0,0
gesture_duration,1,1,0.5,0,1,0,0
gesture_segments,1,1,0.5,0,1,0,0
goodput,1,1,0.5,0,1,0,0
grating_geometry,1,1,0.5,0,1,0,0
gross_bit_rate,1,1,0.5,0,1,0,0
gross_line_rate,1,1,0.5,0,1,0,0
ground_truth_rate,1,1,0.5,0,1,0,0
group_index,1,1,0.5,0,1,0,0
guard_interval_duration,1,1,0.5,0,1,0,0
guard_interval_length,1,1,0.5,0,1,0,0
guard_interval_ratio,1,1,0.5,0,1,0,0
guide_fiber_length,1,1,0.5,0,1,0,0
half_angle_FOVs,1,1,0.5,0,1,0,0
hand_surface_height_range,1,1,0.5,0,1,0,0
hardware_parameters,1,1,0.5,0,1,0,0
harvester_configuration,1,1,0.5,1,1,0,0
harvesting_power_density,1,1,0.5,1,1,0,0
headline_range_resolution,1,1,0.5,0,1,0,0
headline_system_bandwidth,1,1,0.5,0,1,0,0
heating_temperature,1,1,0.5,0,1,0,0
heterodyne_laser_linewidth,1,1,0.5,1,1,0,0
hidden_layer_count,1,1,0.5,1,1,0,0
high_frequency_vibration_recovery,1,1,0.5,0,1,0,0
high_overlap_EVM,1,1,0.5,0,1,0,0
high_resolution_EB,1,1,0.5,0,1,0,0
high_sync_detuning_lower_bound,1,1,0.5,0,1,0,0
high_sync_detuning_upper_bound,1,1,0.5,0,1,0,0
high_vibration_operational_limit,1,1,0.5,0,1,0,0
hologram_count,1,1,0.5,0,1,0,0
homodyne_LO_power,1,1,0.5,0,1,0,0
hybrid_vs_pure_OFDM,1,1,0.5,1,1,0,0
ice_thickness,1,1,0.5,0,1,0,0
if_center_frequency,1,1,0.5,0,1,0,0
illuminance,1,1,0.5,0,1,0,0
illumination_intensity,1,1,0.5,1,1,0,0
illumination_range,1,1,0.5,0,1,0,0
illumination_wavelength,1,1,0.5,1,1,0,0
illustrated_mobility_speed,1,1,0.5,0,1,0,0
illustrative_Doppler_shift,1,1,0.5,0,1,0,0
image_display_time,1,1,0.5,0,1,0,0
image_resolution,1,1,0.5,0,1,0,0
imaging_dynamic_range,1,1,0.5,0,1,0,0
imaging_rounds,1,1,0.5,0,1,0,0
imaging_sequence,1,1,0.5,0,1,0,0
incident_power_FEC_boundary,1,1,0.5,0,1,0,0
incline_angle,1,1,0.5,0,1,0,0
incremental_SSNR_gain,1,1,0.5,0,1,0,0
incremental_ranging_complexity,1,1,0.5,0,1,0,0
induced_rotation_angle,1,1,0.5,1,1,0,0
information_content,1,1,0.5,0,1,0,0
infrared_wavelength,1,1,0.5,0,1,0,0
initial_alignment_angle,1,1,0.5,0,1,0,0
initial_angle,1,1,0.5,1,1,0,0
initial_following_distance,1,1,0.5,0,1,0,0
initial_frequency_sweep,1,1,0.5,1,1,0,0
initial_separation,1,1,0.5,0,1,0,0
injection_power_lower_bound,1,1,0.5,0,1,0,0
injection_power_no_synchronization,1,1,0.5,0,1,0,0
injection_power_synchronization_threshold,1,1,0.5,0,1,0,0
injection_power_upper_bound,1,1,0.5,0,1,0,0
input_RF_frequency,1,1,0.5,0,1,0,0
input_data_size,1,1,0.5,0,1,0,0
input_filling_factors,1,1,0.5,1,1,0,0
input_noise_photons,1,1,0.5,0,1,0,0
input_optical_power_sweep,1,1,0.5,1,1,0,0
input_size_latency_change,1,1,0.5,0,1,0,0
input_wavelength,1,1,0.5,1,1,0,0
instantaneous_analysis_bandwidth,1,1,0.5,0,1,0,0
intensity_SNR,1,1,0.5,0,1,0,0
intensity_sensitivity,1,1,0.5,0,1,0,0
inter_chirp_gap,1,1,0.5,1,1,0,0
interdiode_resistance,1,1,0.5,0,1,0,0
interferometer_imbalance,1,1,0.5,0,1,0,0
interpolation_factor,1,1,0.5,0,1,0,0
interrogation_rate_bandwidth_gain,1,1,0.5,0,1,0,0
intra_AC_ratio,1,1,0.5,1,1,0,0
intra_BS_antenna_spacing,1,1,0.5,1,1,0,0
intrinsic_frequency_response,1,1,0.5,1,1,0,0
intrusion_detection_rate_at_maximum_DTR,1,1,0.5,0,1,0,0
intrusion_detection_rate_definition,1,1,0.5,0,1,0,0
inventory_time,1,1,0.5,1,1,0,0
inventory_waiting_time,1,1,0.5,1,1,0,0
iteration_limits,1,1,0.5,0,1,0,0
joint_EVM,1,1,0.5,0,1,0,0
joint_cycle_latency,1,1,0.5,0,1,0,0
joint_data_rate,1,1,0.5,0,1,0,0
joint_loss_tradeoff_factor,1,1,0.5,0,1,0,0
joint_modulation_bandwidth,1,1,0.5,0,1,0,0
joint_power_allocation_direction,1,1,0.5,0,1,0,0
joint_range_resolution,1,1,0.5,0,1,0,0
joint_reported_range,1,1,0.5,0,1,0,0
joint_signal_bandwidth,1,1,0.5,0,1,0,0
laboratory_fiber_length,1,1,0.5,0,1,0,0
lamp_table_max_distance,1,1,0.5,0,1,0,0
