study_cluster_id,canonical_screening_record_id,primary_extraction_screening_record_id,eligible_report_count,all_eligible_screening_record_ids,title,authors,year,venue,doi,preferred_citation,document_type,source_url,primary_optical_modality_code,integration_level_code,integration_mechanism_codes,communication_functions,sensing_tasks,waveform_modulation,optical_front_end,network_setting,validation_type_codes,scenario_environment,application_domain_codes,enabling_technology_codes,six_g_relevance_code,dataset_availability_status,code_model_availability_status,canonical_modality,validation_maturity_max,canonical_validation_categories,canonical_six_g_relevance,canonical_dataset_availability,canonical_code_model_availability,comparability_categories,admissibility_categories,candidate_bib_key,existing_bib_match_status,existing_bib_key,existing_bib_title,existing_bib_doi,canonical_integration_mechanisms,canonical_validation_types,canonical_enabling_technologies,canonical_application_domains
STC-SINGLETON-SCR-01029,SCR-01029,SCR-01029,1,SCR-01029,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,L. Shi; Z. Liu; B. Béchadergue; H. Guan; L. Chassagne; X. Zhang,2024,Journal of Lightwave Technology,10.1109/jlt.2024.3415417,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10559263,infrared_optical_wireless_communication,joint_communication_and_positioning,shared_mCAP_waveform|RSS_reuse|shared_IR_LED_PD_frontend|parallel_demodulation_and_positioning|multi_AP_geometry,infrared_optical_wireless_downlink|continuous_receiver_plane_coverage|pre_FEC_data_delivery,two_dimensional_user_positioning|RSS_multilateration,"Four 1-MHz m-CAP sub-bands centered at 1, 3, 5 and 7 MHz, each using 16-QAM, SRRC roll-off 0.4, FIR length 10 and oversampling factor 20; the 1-MHz band is unusable in the prototype, leaving three reliable sub-bands.","Commercial Oledcomm LiFiMAX-derived IR antennas: 940-nm IR LED transmitter with 45-degree half-power angle and 472.5 mW average optical power plus or minus 337.5 mW swing; receiver uses three parallel silicon PIN photodiodes, 79.2 mm2 total active area, 0.62 A/W responsivity and 30-MHz device bandwidth.","Four ceiling AP coordinates in a 1.2 x 1.2 x 2.16-m curtained room and one receiver on a 1.2 x 1.2-m plane 20 cm above the floor. Because only one optical antenna was available, it was moved sequentially to the four AP positions; other APs were off during each acquisition. The UE was measured at 169 static grid points.",experimental_prototype|indoor_grid_measurement|hardware_characterization|baseline_comparison|empirical_CDF,"Static indoor line-of-sight IR OWC test bed in a 1.2 x 1.2 x 2.16-m curtained room, 169 UE positions and four sequential AP locations.",six_g|optical_wireless_ISAC|indoor_positioning|LiFi|smart_indoor_environment,IR_LED|PIN_photodiode|mCAP|16QAM|RSS_positioning|USRP_X300|MATLAB|GNU_Radio,explicit_enabling,NR,NR,FSO,5,controlled_prototype|enhanced_simulation_or_dataset|laboratory_experiment|other_validation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01029,doi_exact,O_ISAC_107,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,10.1109/jlt.2024.3415417,shared_waveform|shared_hardware|joint_design_or_optimization,laboratory_experiment|prototype_testbed,other,6G_access|indoor_positioning|environment_monitoring
STC-SINGLETON-SCR-01030,SCR-01030,SCR-01030,1,SCR-01030,Joint Optimization of Slot Selection and Power Allocation in Integrated Visible Light Communication and Sensing Systems,J. -Y. Wang; H. -N. Yang; J. -B. Wang; M. Lin; P. Shi,2023,IEEE Internet of Things Journal,10.1109/jiot.2023.3303137,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10210674,visible_light_communication,time_division_integrated_communication_and_sensing,shared_LED_PD_transceiver|TDMA_slot_partition|active_reflection_sensing|joint_slot_selection_power_allocation|sensing_priority,multiuser_visible_light_downlink|communication_sum_rate_guarantee,active_user_reflection_sensing|ambient_light_intensity_variation_detection,Intensity modulation/direct detection with on-off keying and orthogonal TDMA-type slots; each slot carries either a communication or sensing signal.,Numerically modeled ceiling LED/PD transceiver and one floor PD per user; generalized Lambertian LOS downlink and a reciprocal two-hop LED-user-PD reflected sensing path.,Indoor multislot system with one ceiling transceiver and M relatively dispersed floor users in a 10 x 10 x 3-m simulated room. The framework is also proposed as applicable to outdoor vehicular VLC but only indoor numerical results are shown.,analytical|optimization|numerical_simulation|convergence_analysis|complexity_analysis|baseline_comparison,"Simulation of an indoor 10 x 10 x 3-m IVLCS room with slot counts up to 45 and parameter sweeps of ENR, sum-rate demand, sensing-slot count and LoS blockage probability.",six_g|visible_light_ISAC|internet_of_things|indoor_sensing|vehicular_extension,VLC|LED|photodiode|IM_DD|OOK|TDMA|SCA|cyclic_minimization|CVX,explicit_enabling,NR,NR,VLC_LiFi,3,analytical_theoretical|enhanced_simulation_or_dataset|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01030,doi_exact,O_ISAC_049,Joint Optimization of Slot Selection and Power Allocation in Integrated Visible Light Communication and Sensing Systems,10.1109/jiot.2023.3303137,shared_hardware|shared_resource_allocation,analytical|simulation,other,6G_access|vehicular
STC-SINGLETON-SCR-01032,SCR-01032,SCR-01032,1,SCR-01032,"Flexible Hybrid Waveform Design for Optical Integrated Communication, Sensing, and Power Transfer Systems",T. Chu; D. Wang; J. Ye; C. Chen; T. ElBatt; Z. Zeng; H. Haas,2026,Journal of Lightwave Technology,10.1109/jlt.2026.3665924,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11397818,laser_free_space_optical,joint_communication_sensing_power_transfer,single_hybrid_MLS_OFDM_waveform|intra_AC_amplitude_allocation|AC_DC_amplitude_allocation|shared_laser_link|retroflective_ToF_sensing|parallel_PD_PV_receiver,high_speed_optical_downlink|OFDM_data_recovery|BER_evaluation,one_dimensional_distance_ranging|time_of_flight_estimation,"Time-domain hybrid bipolar MLS plus real-valued Hermitian-symmetric OFDM AC sequence, representative MLS:OFDM length 1:3, with QAM OFDM demapping. Ratio p1=Vpp_MLS/Vpp_OFDM controls intra-AC allocation and p2=DC_amplitude/max(Vpp_MLS,Vpp_OFDM) controls AC-DC allocation.","Red Ushio HL63603TG laser diode driven directly by AWG; receiver integrates Hamamatsu C12702-11 APD, Triple-junction GaAs PV and Thorlabs PS976 corner-cube retroreflector; a second APD at the transmitter detects the return.",1.75-m indoor line-of-sight laboratory link between fixed transmitter and receiver. The emitted beam supports direct communication/PV harvesting and a CCR-assisted bidirectional ranging return.,experimental_prototype|hardware_testbed|parameter_sweep|waveform_comparison|analytical_metric_derivation,"Fixed 1.75-m laboratory O-ICSPT link with joint sweeps of DC level, AC Vpp, p1 and p2; pure-OFDM benchmark.",six_g|industrial_internet_of_things|optical_ISAC|wireless_power_transfer|batteryless_nodes|smart_manufacturing,laser_diode|APD|photovoltaic|corner_cube_retroreflector|MLS|OFDM|QAM|AWG|ToF|cross_correlation,explicit_enabling,NR,NR,FSO,5,analytical_theoretical|controlled_prototype|enhanced_simulation_or_dataset,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01032,missing_from_current_bib,,,,shared_hardware|shared_link_or_channel|shared_resource_allocation,analytical|simulation|laboratory_experiment|prototype_testbed,OFDM,6G_access|industrial
STC-SINGLETON-SCR-01033,SCR-01033,SCR-01033,1,SCR-01033,"Integrated PC-FMCW Automotive Headlamp for Communication, Sensing, and Illumination",S. Liu; T. Sun; L. Wang; J. Lin; J. Song; Y. Dong,2025,2025 Asia Communications and Photonics Conference (ACP),10.1109/acp66871.2025.11350025,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11350025,visible_laser,waveform_hardware_application,PC_FMCW|DPSK_phase_overlay|shared_blue_laser_headlamp|dual_chirp_range_velocity|ADB_sensing_feedback,forward_vehicle_visible_light_communication,target_range|radial_velocity|vehicle_azimuth_fusion|ADB_target_tracking,Dual-chirp linear FMCW with DPSK information superimposed on phase; dynamic phase-frequency synchronization and differential decoding.,"193.4 THz coherent blue-laser source, phase-code modulation, functional beam splitter, coherent optical receivers/local oscillator, phosphor conversion and beam-steering headlamp.",Simulated intelligent-and-connected-vehicle headlamp link supporting V2V/V2I-style forward communication and monostatic echo sensing.,simulation|analytical_model,Automotive oncoming-vehicle and following-vehicle simulations with adaptive headlamp beam tracking.,intelligent_transportation|vehicular_VLC|automotive_radar|adaptive_driving_beam|optical_ISAC,PC_FMCW|DPSK|coherent_detection|FFT|laser_headlamp|IFS_camera|ADB,contextual,NR,NR,VLC_LiFi,2,analytical_theoretical|simulation,inferred,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01033,missing_from_current_bib,,,,shared_hardware|shared_application_scenario,analytical|simulation,coherent_optics|FMCW,vehicular
STC-SINGLETON-SCR-01034,SCR-01034,SCR-01034,1,SCR-01034,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,Y. Song; R. Mo; P. Zhang; C. Wang; Z. Sheng; Y. Sun; Y. Yang,2024,2024 IEEE 99th Vehicular Technology Conference (VTC2024-Spring),10.1109/vtc2024-spring62846.2024.10683127,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10683127,visible_and_infrared_LED,signal_hardware_network,communication_signal_reuse|RSSI_Lambertian_ranging|symmetric_dual_link|shared_LED_PD_transceiver|risk_status_algorithm,full_duplex_V2V_message_exchange|packet_loss_recovery,inter_vehicle_distance|emergency_braking_detection|turning_detection|cutting_in_detection,Manchester-coded packet blocks with Raptor fountain-code FEC; optical intensity modulation over white and 850 nm IR LEDs.,"COTS white headlamp LEDs, 850 nm IR tail LEDs, BPW20RF photodiodes, amplifier/ADC and ESP32 MCU in four transceivers per model vehicle.",Two-vehicle proof-of-concept platooning prototype with bidirectional LoS optical links: leader-to-follower IR and follower-to-leader white light.,laboratory_experiment|prototype|analytical_model,"Indoor model-vehicle LoS prototype evaluated across distance and tilt angle, with emulated emergency braking, turning and cutting-in states.",vehicular_VLC|V2V_platooning|collision_avoidance|intelligent_transportation|optical_ISAC,LED|infrared|photodiode|Raptor_codes|Manchester_coding|RSSI|Lambertian_model|ESP32,explicit,NR,NR,VLC_LiFi,5,analytical_theoretical|controlled_prototype|laboratory_experiment,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01034,doi_exact,O_ISAC_129,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,10.1109/vtc2024-spring62846.2024.10683127,shared_waveform|shared_hardware|shared_application_scenario,analytical|laboratory_experiment|prototype_testbed,other,vehicular
STC-SINGLETON-SCR-01036,SCR-01036,SCR-01036,1,SCR-01036,ReflexGest: Recognizing Hand Gestures Under VLC-Capable Lamps,Z. Liu; J. Zhu; J. Yang; Y. Sun; Y. Yang; J. Luo,2025,IEEE Transactions on Mobile Computing,10.1109/tmc.2025.3545340,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10902171,visible_light_LED,waveform_hardware_application,VLC_signal_reflection_reuse|multi_carrier_spatial_encoding|co_located_LED_PD|full_duplex_VLC|reflected_HGR,bidirectional_VLC|LiFi_IoT_monitoring_link,device_free_hand_gesture_recognition|cross_scene_HGR,"Four OOK carriers at 40, 50, 60 and 70 kHz plus low-frequency PWM dimming; reflected carrier envelopes encode gesture direction.","Ring-shaped 48-chip LED array, four MOSFET-driven groups, Hamamatsu S5971 PD, two-stage amplifier, AD9226 ADC and shared ZYNQ-7020 FPGA controller.",Full-duplex VLC desk-lamp prototype with table-top IoT transceiver and simultaneous reflected-light gesture recognition.,laboratory_experiment|prototype|analytical_model,"Commercial-style desk-lamp prototype tested with eight users, ten gestures, five table surfaces, varying luminance/height and realistic audio/text VLC traffic.",human_computer_interaction|hand_gesture_recognition|LiFi|smart_lighting|optical_ISAC,multi_carrier_VLC|OOK|PWM|photodiode|FPGA|CNN|domain_adaptation|gradient_reversal,explicit,collected_not_publicly_linked,NR,VLC_LiFi,5,analytical_theoretical|controlled_prototype|laboratory_experiment,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01036,doi_exact,O_ISAC_030,ReflexGest: Recognizing Hand Gestures Under VLC-Capable Lamps,10.1109/tmc.2025.3545340,shared_hardware,analytical|laboratory_experiment|prototype_testbed,OFDM|ML_AI,smart_infrastructure
STC-SINGLETON-SCR-01040,SCR-01040,SCR-01040,1,SCR-01040,A Novel Comb Based Multi-Function Architecture for ISAC System,Z. Xie; W. Dong; Z. Zhu; F. Deng; K. Yin; T. Jiang,2026,Journal of Lightwave Technology,10.1109/jlt.2026.3654105,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11352875,microwave_photonic_fiber,hardware_signal_processing_link,dual_optical_frequency_comb|linear_optical_sampling|photonic_undersampling|shared_ROF_link|simultaneous_delay_measurement_downconversion,analog_RF_over_fiber_transport|ultrawideband_RF_downconversion|OFDM_symbol_recovery,optical_link_delay_monitoring|time_synchronization_support,Remote RF and QAM4-QAM64 OFDM waveforms modulate a signal optical frequency comb; dual-comb repetition offset enables linear optical sampling and undersampling.,"Two actively mode-locked fiber OFCs, optical couplers/splitters, 500 m round-trip fiber path, MZM, VODL, photodetector and balanced photodetector, filters/LNAs and multichannel ADC.",Indoor proof-of-concept remote-site radio-over-fiber link with simultaneous local link monitoring and RF/OFDM signal recovery.,laboratory_experiment|analytical_model|simulation,Indoor 500 m round-trip optical-fiber testbed plus a 10 km simulated compensated link.,6G_ISAC|radio_over_fiber|spectrum_monitoring|precision_timing|high_precision_positioning,optical_frequency_comb|microwave_photonics|linear_optical_sampling|MZM|photonic_undersampling|OFDM|dispersion_compensation,explicit,NR,NR,photonic_THz,4,analytical_theoretical|laboratory_experiment|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01040,missing_from_current_bib,,,,shared_link_or_channel,analytical|simulation|laboratory_experiment,OFDM|photonic_THz_generation,6G_access|environment_monitoring
STC-SINGLETON-SCR-01041,SCR-01041,SCR-01041,1,SCR-01041,Photonics-based Terahertz Integrated Communication and Localization for D-band,Q. Wang; Y. Deng; D. Mishra; Y. Xie; E. Aboutanios; S. Atakaramians,2024,"2024 49th International Conference on Infrared, Millimeter, and Terahertz Waves (IRMMW-THz)",10.1109/irmmw-thz60956.2024.10697696,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10697696,photonics_generated_D_band_wireless_localization_communication,shared_photonic_THZ_hardware_sequential_waveforms,dual_laser_photomixing|shared_D_band_transceiver|ToF_cross_correlation|sequential_PRBS_and_single_cycle_waveforms,5_Gbit_per_s_ASK_PRBS|BER_vs_110_180_GHz|1.2_and_1.5_m_wireless_link,metal_plate_range_localization|time_of_flight_distance_estimation|system_delay_calibration,5-Gbit/s PRBS amplitude-shift-keyed on one optical laser for communication; one-cycle 10-ns rectangular pulse for localization.,"Two lasers, intensity modulator, EDFA, optical coupler, UTC-PD D-band photomixer, plano-convex lenses, zero-bias Schottky detector, LNA and real-time oscilloscope.",Short-range laboratory D-band wireless link and normal-incidence metallic-plate ranging bench.,laboratory_experiment,1.2/1.5-m D-band data link; metallic target at approximately 45-110 mm; carrier sweep 110-180 GHz.,terahertz_ISAC|indoor_localization|D_band_wireless|smart_factory_positioning,microwave_photonics|UTC_PD|ASK_PRBS|ToF|cross_correlation|D_band,explicit_contextual_relevance,NR,NR,photonic_THz,4,laboratory_experiment,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01041,missing_from_current_bib,,,,shared_waveform|shared_hardware,laboratory_experiment,photonic_THz_generation,indoor_positioning|industrial
STC-SINGLETON-SCR-01045,SCR-01045,SCR-01045,1,SCR-01045,Secure Multi-Tenant Distributed Sensing for ISAC-Over-Fiber (IOSAC) Networks,M. Salhi; M. Sliti,2026,IEEE Access,10.1109/access.2026.3680456,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11474487,shared_fiber_DAS_phi_OTDR_and_FBG_effective_trace_simulation,shared_fiber_sensing_communication_architecture_with_sensing_plane_security_simulation,tenant_specific_optical_codewords|OCDMA_matched_decoding|WDM_coexistence|security_aware_code_assignment|code_rotation,shared_fiber_data_transport_is_architectural_context_only|no_BER_rate_or_payload_quality_result,DAS_event_detection|DAS_localization|DAS_quiet_state_stability|FBG_peak_detection|FBG_Bragg_shift_estimation|sensing_trace_confidentiality,"Tenant-specific unit-norm codewords applied to generic chip/basis sensing probes; possible physical realizations include spectral-amplitude, phase, time-spreading or hybrid optical coding, but no single device-level realization is simulated.","Illustrative DAS/FBG interrogation, WDM MUX/DEMUX and OCDMA encoder/decoder architecture; simulations use post-interrogation effective traces with lumped noise, OSNR, bandwidth, drift, jitter, ripple and crosstalk abstractions.","Multi-tenant shared-fiber IOSAC with temporal overlap, same- or adjacent-wavelength coexistence, passive taps, monitoring ports and honest-but-curious co-tenants.",simulation_post_interrogation_effective_trace|analytic_overhead_scaling,"Default 10-km fiber, 5-kHz probe rate, 1-s observation window, eight tenants, overlap 0.5, code lengths 7-127, DAS and FBG traces, and passive attacker scenarios; event case injects a localized 500-Hz vibration.",secure_multi_tenant_IOSAC|distributed_acoustic_sensing|fiber_Bragg_grating_sensing|sensing_as_a_service|physical_layer_security,OCDMA|optical_codewords|WDM|DAS|phi_OTDR|FBG|security_orchestration|code_rotation,explicit_contextual_relevance,NR,NR,fiber,3,analytical_theoretical|enhanced_simulation_or_dataset,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01045,missing_from_current_bib,,,,shared_resource_allocation|shared_application_scenario,simulation,OFDM|fiber_DAS,security
STC-SINGLETON-SCR-01047,SCR-01047,SCR-01047,1,SCR-01047,Indoor Health Monitoring with VLC-based Passive Posture Monitoring,J. Li; Z. Xie; C. Liang; C. Xu; C. Ge; Z. Xu; J. Wang; L. Ruan; W. Gui; X. Liang; W. Ding,2024,2024 Photonics & Electromagnetics Research Symposium (PIERS),10.1109/piers62282.2024.10618552,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10618552,visible_light_communication_passive_sensing,shared_modulated_visible_light_and_VLC_hardware,OOK_Manchester_VLC|human_shadowing_and_reflection|photodiode_array|shared_illumination_signal|edge_ML|WiFi_Bluetooth_backhaul,OOK_VLC_capability|Manchester_coding|IP_interoperability|WiFi_or_Bluetooth_sensor_result_upload|smartphone_GUI,passive_posture_classification|activity_recognition|walking_detection|standing_detection|head_nod_detection|phone_use_detection|lean_direction_detection,"The visible-light source uses on-off keying with Manchester encoding. Posture changes the received modulated-light strength across five photodiodes through shadowing and reflection; features based on frequency, power and received-signal strength feed SVM, decision-tree and random-forest classifiers.","OpenVLC-style LED transmitter and photodiode VLC receiver on a BeagleBone Black, plus a separate compact five-channel RISYM/LM393 photodiode sensing array, TIAs/ADCs and ESP32 data acquisition. The VLC transceiver is 0.7 m above the desk; sensor data/results are uploaded to a Blynk smartphone GUI.",Single-desk indoor laboratory demonstration with a seated/standing human under a ceiling/desk VLC source and receiver array. Seven posture/activity classes are recorded in controlled trials.,analytical_channel_model|laboratory_human_subject_experiment|machine_learning_classification|model_comparison|smartphone_GUI_demonstration,"Controlled indoor desk setting covering walking, standing, nodding, phone use, forward lean, left lean and right lean.",indoor_health_monitoring|smart_home|posture_monitoring|activity_recognition|VLC_sensing,VLC|OOK|Manchester|OpenVLC|photodiode_array|ESP32|SVM|decision_tree|random_forest,explicit_VLC_candidate_for_6G_context,NR,NR,VLC_LiFi,4,analytical_theoretical|enhanced_simulation_or_dataset|laboratory_experiment|other_validation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01047,missing_from_current_bib,,,,shared_waveform,analytical|dataset_based|laboratory_experiment,ML_AI,environment_monitoring|healthcare
STC-SINGLETON-SCR-01049,SCR-01049,SCR-01049,1,SCR-01049,Optical Transport Networks Supporting Integrated Communications and Sensing in 6G,A. Tzanakaki; M. Anastasopoulos,2025,2025 European Conference on Optical Communications (ECOC),10.1109/ecoc66593.2025.11263441,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11263441,optical_fronthaul_transport_for_wireless_OFDM_ISAC,shared_wireless_waveform_with_split_optical_IQ_transport,MIMO_OFDM_waveform_reuse|Doppler_OFDM_radar|RU_IQ_stream_duplication|MxN_optical_switch|time_switched_sensing_aggregation|eCPRI|edge_sensing_app|SDN_control,5G_RAN_connectivity|MIMO_OFDM_UE_transport|eCPRI_fronthaul|DU_CU_processing|edge_and_central_cloud_connectivity,moving_target_detection|Doppler_velocity_estimation|range_resolution|multi_RU_target_disambiguation,"A 3.5-GHz, 100-MHz-bandwidth MIMO-OFDM RAN waveform uses 10-ms frames comprising ten 1-ms subframes. Communication signals reflected by targets are reused as radar echoes; sensing and communication IQ copies are separated at RU outputs for different optical transport destinations.","Optical splitters at RU outputs, multi-technology/hybrid optical-electronic transport, eCPRI-compliant optoelectronic switches for communication, MxN transparent optical time switches for sensing aggregation, core switches, edge servers and central cloud under RIC/SDN control.","A stated 6G test-bed/modeling evaluation with five remote units and multiple static reflectors/moving targets. The paper provides system-level scheduling and traffic/capacity results but limited physical hardware, propagation and ground-truth detail.",analytical_model|network_optimization_model|testbed_evaluation_author_claimed|target_detection_scenario|traffic_capacity_comparison,"Five-RU cellular access scenario with four illustrated moving targets at 10, 20, 30 and 40 m/s plus static reflectors, coupled to an optical edge/cloud transport network.",6G_ISAC|optical_fronthaul|moving_target_detection|edge_radar_processing|network_resource_optimization,MIMO_OFDM|Doppler_radar|eCPRI|MxN_optical_switch|SDN|RIC|edge_cloud,explicit_core_6G_ISAC,NR,NR,fiber,3,analytical_theoretical|enhanced_simulation_or_dataset|other_validation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01049,doi_exact,O_ISAC_088,Optical Transport Networks Supporting Integrated Communications and Sensing in 6G,10.1109/ecoc66593.2025.11263441,shared_waveform|shared_resource_allocation|shared_application_scenario,analytical|numerical_analysis|prototype_testbed,OFDM|MIMO,6G_access|optical_access_network
STC-SINGLETON-SCR-01050,SCR-01050,SCR-01050,1,SCR-01050,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,X. Xiong; H. Wang; S. Shao; C. Chen,2026,Journal of Lightwave Technology,10.1109/jlt.2025.3642277,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11298502,retroreﬂective_optical_wireless,joint_passive_uplink_communication_and_ranging,hybrid_URR_MRR_tag|shared_OFDM_illumination|OOK_backscatter_ID|cross_correlation_ToF|SIC_SDMA|time_delay_spatial_separation,passive_uplink_tag_ID|concurrent_multi_tag_access|downlink_OFDMA_capable_waveform,one_dimensional_ToF_ranging|correlation_region_classification|amplitude_fingerprint_fine_ranging,"DC-biased optical OFDM downlink and low-frequency OOK-modulated retroreflected uplink; simulated tags use 100-Hz and 80-Hz OOK, with MRR depth one tenth of unmodulated URR power.",Custom 216-COTS-LED aluminum-core PCB reader with DC bias/AC drive and co-located receiver; hybrid tags use URR corner cube plus TN liquid-crystal MRR; receiver options include commercial PDA100A2 and custom four-photodiode array.,"Industrial indoor/warehouse geometry with reader 5 m above the user plane. Hardware characterization covers LED, retroreflector/modulator and detector links; multi-region two-tag concurrency is evaluated in experiment-driven simulation rather than a complete real-time two-tag hardware demonstration.",hardware_component_experiment|testbed_characterization|experiment_driven_simulation|Monte_Carlo_simulation|parameter_sweep|algorithm_comparison,"5-m laboratory/warehouse-like link and simulated single-/multi-region scenarios with one or two hybrid tags, Region 2/3/8 placement, OSR/SNR sweeps and SIC on/off.",six_g|industrial_internet_of_things|warehouse_tracking|passive_tags|retroreﬂective_ISAC|robot_localization,COTS_LED_array|OFDM|URR|MRR|liquid_crystal_shutter|OOK|cross_correlation|SIC|SDMA|photodiode,explicit_enabling,NR,NR,FSO,4,enhanced_simulation_or_dataset|laboratory_experiment|other_validation|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01050,doi_exact,O_ISAC_218,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,10.1109/jlt.2025.3642277,shared_resource_allocation,simulation|prototype_testbed,OFDM,6G_access|industrial
STC-REALTIME-BIDIR-DMT-THZ-2024-2026,SCR-01054,SCR-01054,3,SCR-01054|SCR-01065|SCR-01184,Real-Time Integrated Sensing with 5.08 mm Range Resolution and 15.5 Gbps Bidirectional Wireless Communication Over a 270-Meter Outdoor Photonic-Assisted Terahertz Link,Q. Wang; W. Zhou; S. Xu; S. Wang; J. Zhang; X. Lu; J. Chen; C. Bian; J. Lin; J. Ge; Z. Ou; T. Wang; Y. Ma; T. Zhang; W. Li; K. Wang; J. Yu,2026,IEEE Photonics Journal,10.1109/jphot.2026.3695349,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11527100,photonic_terahertz,waveform_system_hardware,shared_DMT_frame|frequency_domain_function_partitioning|bidirectional_TW_ToF|photonic_heterodyne|real_time_FPGA_DSP|shared_transceiver_front_end,bidirectional_DMT_wireless_transmission|16QAM_64QAM_payload_delivery|real_time_data_recovery,one_dimensional_two_way_time_of_flight_ranging|arrival_time_estimation|range_tracking,"A 32000-sample DMT-ISAC frame contains a 640-sample Zadoff-Chu header, four pilot DMT symbols and 45 payload DMT symbols. Each symbol uses a 512-point IFFT plus 128-sample cyclic prefix. Payload subcarriers 1-4 use QPSK for sensing and 5-64 use 16-QAM or 64-QAM for communication.","Two free-running ECLs separated by 100 GHz, polarization-maintaining optical coupling, MZM and 10-m SSMF generate the W-band signal by photonic heterodyne beating in a photodiode. Horn/lens antennas, 35-dB LNAs and a 3-GHz envelope detector form the wireless front end; six-bit DAC/ADC and Xilinx XCVU9P FPGA provide real-time DSP.",Outdoor line-of-sight bidirectional field prototype at the Fudan University Handan campus. The primary journal tests approximately 270 m (reference positions 271.67-272.17 m); the conference precursor tests approximately 200 m and the companion report tests approximately 100 m. All are static rail-positioned single-link demonstrations.,analytical_derivation|real_time_prototype|outdoor_field_experiment|hardware_resource_analysis|link_budget_model|BER_simulation|cross_report_comparison,"Clear-day outdoor 100-GHz line-of-sight links at approximately 100, 200 and 270 m, with rail-controlled 0.1-m range increments; modeled extensions cover distance, heavy rain and haze.",six_g|terahertz_ISAC|long_range_wireless_backhaul|bidirectional_ranging|outdoor_access,microwave_photonics|DMT_OFDM|TW_ToF|FPGA|photonic_heterodyne|W_band|QPSK|16QAM|64QAM|Zadoff_Chu,explicit_enabling,NR,NR,photonic_THz,6,analytical_theoretical|controlled_prototype|enhanced_simulation_or_dataset|field_deployment|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR01054,missing_from_current_bib,,,,shared_waveform|shared_hardware,analytical|simulation|prototype_testbed|field_experiment,OFDM|coherent_optics|photonic_THz_generation,6G_access
