paper_id,section,category,severity,reason,evidence
O_ISAC_272,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_276,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_280,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_286,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_301,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_303,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_304,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_324,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_340,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_347,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_350,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_351,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_354,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_360,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_368,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_377,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_379,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_381,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_386,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_005,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=integrated sensing and communication for uav trajectory optimization in mixed fso-rf networks in dynamic weather conditions > iv. results and system performance > v. conclusion > references
O_ISAC_006,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=references
O_ISAC_033,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=simultaneous sensing and communication in optical fibers > references
O_ISAC_092,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,"heading_path=<span id=""page-8-5""></span>vi. conclusion > references"
O_ISAC_114,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=iv. experimental results and discussions > a. system characteristic > references
O_ISAC_130,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,"heading_path=<span id=""page-4-1""></span>*a. modulation performance characterization* > references"
O_ISAC_163,7D,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=underwater_harsh; json_macros=indoor_environments
O_ISAC_188,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,"heading_path=*2.1. brief introduction of frft* > **3. experimental setup, results and discussions** > references"
O_ISAC_199,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,"heading_path=engineering science and technology, an international journal > **declaration of competing interest** > **references**"
O_ISAC_199,7D,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=underwater_harsh; json_macros=nan
O_ISAC_272,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=three-stage super-resolution estimation of target parameter in ocdm isac systems > b. ambiguity resolution performance > v. conclusion > references
O_ISAC_303,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=keywords: visible light communication visible light sensing integrated sensing and communication > **declaration of competing interest** > **data availability** > **references**
O_ISAC_327,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=list of all abbreviations > references
O_ISAC_348,7D,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=integrated sensing and communication in an optical fibre > the potential function of the integrated sensing and communication in optical fibre > materials and methods > references
O_ISAC_001,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_002,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_004,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_005,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_006,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_009,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_011,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_016,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_018,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_019,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_020,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_022,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_023,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_030,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_033,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_041,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_046,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_051,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_053,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_054,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_056,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_057,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_058,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_060,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_061,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_065,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_068,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_073,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_074,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_075,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_078,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_080,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_082,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_085,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_086,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_092,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_093,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_094,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_095,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_097,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_098,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_099,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_102,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_105,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_108,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_111,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_112,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_114,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_116,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_119,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_120,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_123,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_124,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_127,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_129,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_132,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_138,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_141,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_144,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_145,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_152,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_156,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_158,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_159,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_161,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_164,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_165,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_166,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_167,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_172,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_173,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_188,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_189,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_190,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_199,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_202,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_206,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_219,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_220,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_237,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_242,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_272,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_280,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_283,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_286,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_288,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_300,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_301,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_303,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_304,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_310,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_324,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_327,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_347,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_348,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_349,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_351,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_360,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_368,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_377,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_381,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_386,7E,EVIDENCE_WEAK,MINOR,space_satellite lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_041,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=co-route fiber recognition and status diagnosis based on integrated sensing and communication in 6g transport networks > *b. trench characterization* > *c. fiber vibration pattern recognition* > references
O_ISAC_043,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=nan
O_ISAC_051,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=ii. model of phase-shift laser ranging with communication > *a. ranging* > b. communication > references
O_ISAC_059,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=iv. tn-ntn architectures > acknowledgment > references
O_ISAC_070,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=references
O_ISAC_096,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=vi. conclusion > references
O_ISAC_096,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=nan
O_ISAC_119,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=references
O_ISAC_126,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=a general 6g large-scale fading channel model for multiple frequency bands and scenarios > iii. model parameters of 6glsfcm for multiple frequency bands and scenarios > iv. results and analysis > references
O_ISAC_133,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=b. estimation of distance and velocity in passive sensing process > c. crlb estimation of passive sensing > iv. performance analysis > references
O_ISAC_135,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=underwater_harsh
O_ISAC_136,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=conclusion > references
O_ISAC_138,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=v. conclusion > acknowledgments > references
O_ISAC_142,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=nan
O_ISAC_144,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=references
O_ISAC_154,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=smart_infrastructure;underwater_harsh
O_ISAC_160,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=**references**
O_ISAC_163,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=indoor_environments
O_ISAC_171,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication > principle of frequency-comb-steered linear quasi-ttd beamformer > frequency-comb-steered two-dimensional quasi-ttd beamformer > references
O_ISAC_171,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=automotive_transportation
O_ISAC_185,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=automotive_transportation
O_ISAC_187,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=*5.2. impact of phase noise* > **6. conclusion** > **references**
O_ISAC_356,7E,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=**references**
O_ISAC_379,7E,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=space_satellite; json_macros=nan
