batch_id,paper_id,section2_anchor,extraction_json_path,markdown_path,DRMIN_CANDIDATE,DZ_CANDIDATE,OSNR_CANDIDATE,ESNR_CANDIDATE,candidate_locator_drmin,candidate_locator_dz,candidate_locator_osnr,candidate_locator_esnr,invalid_reason
B13,O_ISAC_153,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[151],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_153\O_ISAC_153\O_ISAC_153.md,0,0,0,0,,,,,
B13,O_ISAC_154,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[152],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_154\O_ISAC_154\O_ISAC_154.md,0,0,0,0,,,,,
B13,O_ISAC_155,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[153],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_155\O_ISAC_155\O_ISAC_155.md,0,0,0,0,,,,,
B13,O_ISAC_156,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[154],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_156\O_ISAC_156\O_ISAC_156.md,0,0,0,0,,,,,
B13,O_ISAC_157,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[155],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_157\O_ISAC_157\O_ISAC_157.md,0,0,0,0,,,,,
B14,O_ISAC_158,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[156],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_158\O_ISAC_158\O_ISAC_158.md,0,0,0,0,,,,,
B14,O_ISAC_159,II-D,data/extraction_results_v4/extraction_v4_unified.json[157],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_159\O_ISAC_159\O_ISAC_159.md,1,0,0,0,"HeadingPath: # Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform | excerpt: the 150-GHz band is successfully realized. Simultaneously, multi-user detection with an 8-mm ranging resolution is also realized. By fully utilizing the idle time-frequency resources of | where_hint: O_ISAC_159.md: the 150-GHz band is successfully realized. Simultaneously, multi-user detection with an 8-mm ranging resolution is also realized. By fully utilizing the idle time-frequency resources of",,,,
B14,O_ISAC_160,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[158],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_160\O_ISAC_160.md,0,0,0,0,,,,,
B14,O_ISAC_161,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[159],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_161\O_ISAC_161.md,1,0,0,0,"HeadingPath: # HISTORICAL EVOLUTION OF ISAC | excerpt: primarily by defense and military needs, progressing toward higher operating frequencies, enhanced range resolution, and the adoption of phased-array architectures. In parallel, wireless communication systems | where_hint: O_ISAC_161.md: primarily by defense and military needs, progressing toward higher operating frequencies, enhanced range resolution, and the adoption of phased-array architectures. In parallel, wireless communication systems",,,,
B14,O_ISAC_162,II-A,data/extraction_results_v4/extraction_v4_unified.json[160],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_162\O_ISAC_162.md,1,0,0,0,"HeadingPath: ## LB, WAVEFORM DESIGN, BEAMFORMING ASPECTS, AND HARDWARE ISSUES FOR ISAC | excerpt: *system* aperture in the corresponding spectral dual domains. This means that the range resolution, i.e., the capability of resolving two targets that are at the | where_hint: O_ISAC_162.md: *system* aperture in the corresponding spectral dual domains. This means that the range resolution, i.e., the capability of resolving two targets that are at the",,,,
B14,O_ISAC_163,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[161],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_163\O_ISAC_163.md,0,0,0,0,,,,,references_only
B14,O_ISAC_164,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[162],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_164\O_ISAC_164.md,0,0,0,0,,,,,
B14,O_ISAC_165,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[163],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_165\O_ISAC_165.md,0,0,0,0,,,,,
B14,O_ISAC_166,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[164],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_166\O_ISAC_166.md,0,0,0,0,,,,,
B14,O_ISAC_167,II-D,data/extraction_results_v4/extraction_v4_unified.json[165],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_167\O_ISAC_167.md,0,1,0,0,,"HeadingPath: #### ABSTRACT | excerpt: a spatial resolution of 2.4 m, a 28-dB signal-to-noise ratio (SNR) of Rayleigh backscattering (RBS) frequency shift, and a 20-dB SNR of vibration frequency identification | where_hint: O_ISAC_167.md: a spatial resolution of 2.4 m, a 28-dB signal-to-noise ratio (SNR) of Rayleigh backscattering (RBS) frequency shift, and a 20-dB SNR of vibration frequency identification",,,
B14,O_ISAC_171,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[166],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_171\O_ISAC_171.md,0,0,0,0,,,,,
B14,O_ISAC_172,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[167],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_172\O_ISAC_172.md,1,0,0,0,"HeadingPath: #### ABSTRACT | excerpt: 25 Mbps data transmission and high-precision fiber fault point localization with a distance resolution of 12.28 cm. Moreover, simulation results demonstrate that the proposed system | where_hint: O_ISAC_172.md: 25 Mbps data transmission and high-precision fiber fault point localization with a distance resolution of 12.28 cm. Moreover, simulation results demonstrate that the proposed system",,,,
B15,O_ISAC_173,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[168],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_173\O_ISAC_173.md,0,0,0,0,,,,,
B15,O_ISAC_185,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[169],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_185\O_ISAC_185.md,0,0,0,0,,,,,
B15,O_ISAC_186,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[170],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_186\O_ISAC_186.md,1,0,0,0,"HeadingPath: # Chaotic optoelectronic oscillators-based dual-function radar-communication system | excerpt: can be efficiently suppressed. A data rate of 250 Mbps, a radar ranging resolution of 0.013 m, and a detection probability of ranging above 0.95 | where_hint: O_ISAC_186.md: can be efficiently suppressed. A data rate of 250 Mbps, a radar ranging resolution of 0.013 m, and a detection probability of ranging above 0.95",,,,
B15,O_ISAC_187,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[171],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_187\O_ISAC_187.md,1,0,0,0,"HeadingPath: # **Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing** | excerpt: IM-LFM waveform is experimentally generated and demonstrated for ISAC purposes. The sensing range resolution is better than 0.146 meters with a probability larger than 86%, | where_hint: O_ISAC_187.md: IM-LFM waveform is experimentally generated and demonstrated for ISAC purposes. The sensing range resolution is better than 0.146 meters with a probability larger than 86%,",,,,
B15,O_ISAC_188,II-D,data/extraction_results_v4/extraction_v4_unified.json[172],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_188\O_ISAC_188.md,0,1,0,0,,"HeadingPath: ### *3.2. Experimental results and discussions* | excerpt: demodulated differential phase from the single and dual FrFT rotations under sensing gauge length of 1 m. Under fading-free conditions, the perturbation zone is distinctly | where_hint: O_ISAC_188.md: demodulated differential phase from the single and dual FrFT rotations under sensing gauge length of 1 m. Under fading-free conditions, the perturbation zone is distinctly",,,
B15,O_ISAC_189,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[173],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_189\O_ISAC_189.md,0,1,0,0,,"HeadingPath: #### 1. INTRODUCTION | excerpt: the swept laser [\[22](#page-11-0)] and bi-directional setup [\[23](#page-11-0)], DAS can demodulate the Rayleigh backscattered (RBS) signal from a standard single-mode fiber (SSMF) to obtain dynamic | where_hint: O_ISAC_189.md: the swept laser [\[22](#page-11-0)] and bi-directional setup [\[23](#page-11-0)], DAS can demodulate the Rayleigh backscattered (RBS) signal from a standard single-mode fiber (SSMF) to obtain dynamic",,,
B15,O_ISAC_190,II-A,data/extraction_results_v4/extraction_v4_unified.json[174],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_190\O_ISAC_190.md,0,1,0,0,,HeadingPath: ### 2.1. φ-OTDR based DAS system | excerpt: to emit pulsed detection light into the optical fiber and receive the rayleigh backscattering (RBS) light at each point of the optical fiber. The RBS | where_hint: O_ISAC_190.md: to emit pulsed detection light into the optical fiber and receive the rayleigh backscattering (RBS) light at each point of the optical fiber. The RBS,,,
B15,O_ISAC_195,II-A,data/extraction_results_v4/extraction_v4_unified.json[175],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_195\O_ISAC_195.md,1,0,0,0,HeadingPath: ### *3.2. Verification test of the ISAC system* | excerpt: of the target point are also shown in Fig. [7\(](#page-10-0)b). The calculated range resolution is 14.9 cm with a peak sidelobe ratio (PSLR) of 11.61 | where_hint: O_ISAC_195.md: of the target point are also shown in Fig. [7\(](#page-10-0)b). The calculated range resolution is 14.9 cm with a peak sidelobe ratio (PSLR) of 11.61,,,,
B15,O_ISAC_199,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[176],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_199\O_ISAC_199.md,0,0,0,0,,,,,
B15,O_ISAC_200,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[177],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_200\O_ISAC_200.md,0,0,0,0,,,,,
B15,O_ISAC_202,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[178],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_202\O_ISAC_202.md,0,0,0,0,,,,,
B15,O_ISAC_203,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[179],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_203\O_ISAC_203.md,0,0,0,0,,,,,
B16,O_ISAC_206,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[180],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_206\O_ISAC_206.md,0,0,0,0,,,,,
B16,O_ISAC_218,II-D,data/extraction_results_v4/extraction_v4_unified.json[181],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_218\O_ISAC_218.md,1,0,0,0,"HeadingPath: ## V. EXPERIMENTS DRIVEN SIMULATION RESULTS | excerpt: to achieve high spatial resolution using bandwidth-limited commercial LEDs. To obtain a distance resolution of approximately 6 cm, a receiver-side sampling rate of 2.5 GHz | where_hint: O_ISAC_218.md: to achieve high spatial resolution using bandwidth-limited commercial LEDs. To obtain a distance resolution of approximately 6 cm, a receiver-side sampling rate of 2.5 GHz",,,,
B16,O_ISAC_219,II-D,data/extraction_results_v4/extraction_v4_unified.json[182],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md,1,0,0,0,"HeadingPath: ## *C. Joint Sensing* | excerpt: sampling rate of A/D conversion at the MU-RO-ISAC transceiver is SA/D, the ranging resolution is given by $$\Delta d = \frac{c}{2S_{\text{A/D}}} \tag{9}$$ For the sensing | where_hint: O_ISAC_219.md: sampling rate of A/D conversion at the MU-RO-ISAC transceiver is SA/D, the ranging resolution is given by $$\Delta d = \frac{c}{2S_{\text{A/D}}} \tag{9}$$ For the sensing",,,,
B16,O_ISAC_220,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[183],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_220\O_ISAC_220.md,0,0,0,0,,,,,
B16,O_ISAC_237,II-D,data/extraction_results_v4/extraction_v4_unified.json[184],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_237\O_ISAC_237.md,1,0,0,0,"HeadingPath: #### A. Sensing Performance Evaluations | excerpt: and DMD sensing achieves a range accuracy close to half of the range resolution at high SNR. However, when Doppler frequency is high, FCCR and | where_hint: O_ISAC_237.md: and DMD sensing achieves a range accuracy close to half of the range resolution at high SNR. However, when Doppler frequency is high, FCCR and",,,,
B16,O_ISAC_241,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[185],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_241\O_ISAC_241.md,1,0,0,0,"HeadingPath: # Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS | excerpt: Experimental results demonstrate a 15.71 Gbit/s net data rate and 3 cm range resolution over 1 m wireless link. Furthermore, the proposed OTFS-based ISAC system | where_hint: O_ISAC_241.md: Experimental results demonstrate a 15.71 Gbit/s net data rate and 3 cm range resolution over 1 m wireless link. Furthermore, the proposed OTFS-based ISAC system",,,,
B16,O_ISAC_242,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[186],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_242\O_ISAC_242.md,1,0,0,0,"HeadingPath: # Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems | excerpt: effectively improve receiver sensitivity. By utilizing the correlation-based ranging scheme, the centimeter-level ranging resolution can be achieved. The experimental results show that, compared with Volterra | where_hint: O_ISAC_242.md: effectively improve receiver sensitivity. By utilizing the correlation-based ranging scheme, the centimeter-level ranging resolution can be achieved. The experimental results show that, compared with Volterra",,,,
B16,O_ISAC_245,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[187],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_245\O_ISAC_245.md,0,0,0,0,,,,,
B16,O_ISAC_248,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[188],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_248\O_ISAC_248.md,0,0,0,0,,,,,
B16,O_ISAC_252,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[189],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_252\O_ISAC_252.md,0,0,0,0,,,,,
B16,O_ISAC_259,II-D,data/extraction_results_v4/extraction_v4_unified.json[190],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_259\O_ISAC_259.md,1,0,0,0,HeadingPath: #### E. Computational Complexity Analysis | excerpt: Parameters | | | | | | | | $\Delta R$ | Range resolution | 1.61 m | | | | | | | $R_{max}$ | where_hint: O_ISAC_259.md: Parameters | | | | | | | | $\Delta R$ | Range resolution | 1.61 m | | | | | | | $R_{max}$,,,,
B16,O_ISAC_272,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[191],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_272\O_ISAC_272.md,0,0,0,0,,,,,
B17,O_ISAC_276,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[192],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_276\O_ISAC_276.md,0,0,0,0,,,,,
B17,O_ISAC_280,II-D,data/extraction_results_v4/extraction_v4_unified.json[193],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_280\O_ISAC_280.md,1,0,0,0,"HeadingPath: ### **1. Introduction** | excerpt: generate or receive high-frequency, large-bandwidth signals and low-loss signal transmission, thus achieving high-range resolution and high-speed communication [\[38](#page-18-2)[–40\]](#page-18-3). However, these studies focus on improving one-dimensional | where_hint: O_ISAC_280.md: generate or receive high-frequency, large-bandwidth signals and low-loss signal transmission, thus achieving high-range resolution and high-speed communication [\[38](#page-18-2)[–40\]](#page-18-3). However, these studies focus on improving one-dimensional",,,,
B17,O_ISAC_283,II-D,data/extraction_results_v4/extraction_v4_unified.json[194],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_283\O_ISAC_283.md,1,0,0,0,HeadingPath: # **Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver** | excerpt: increase of 23.84 dB is achieved in imaging function. The corresponding radar ranging resolution of 10 cm is also achieved for radar function. The proposed | where_hint: O_ISAC_283.md: increase of 23.84 dB is achieved in imaging function. The corresponding radar ranging resolution of 10 cm is also achieved for radar function. The proposed,,,,
B17,O_ISAC_286,II-D,data/extraction_results_v4/extraction_v4_unified.json[195],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_286\O_ISAC_286.md,1,0,0,0,"HeadingPath: # **Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification** | excerpt: # **Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification** **LANFENG PENG, <sup>1</sup> [M](https://orcid.org/0000-0001-5462-9283)INGZHU YIN, <sup>1</sup> D[ON](https://orcid.org/0000-0002-87 | where_hint: O_ISAC_286.md: # **Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification** **LANFENG PENG, <sup>1</sup> [M](https://orcid.org/0000-0001-5462-9283)INGZHU YIN, <sup>1</sup> D[ON](https://orcid.org/0000-0002-87",,,,
B17,O_ISAC_288,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[196],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_288\O_ISAC_288.md,1,0,0,0,"HeadingPath: # *1.2. Related Work* | excerpt: interest in using microwave photonics to implement ISAC systems, offering solutions for high-range resolution radar detection and relatively high-capacity communication [\[20–](#page-16-12)[23\]](#page-16-13). Photonics and optical fibers | where_hint: O_ISAC_288.md: interest in using microwave photonics to implement ISAC systems, offering solutions for high-range resolution radar detection and relatively high-capacity communication [\[20–](#page-16-12)[23\]](#page-16-13). Photonics and optical fibers",,,,
B17,O_ISAC_291,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[197],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_291\O_ISAC_291.md,0,0,0,0,,,,,
B17,O_ISAC_300,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[198],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md,1,0,0,0,"HeadingPath: # Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC | excerpt: peak sidelobe ratio (PSLR) of up to 29.2 dB and 1.5 cm range resolution. More importantly, less than 0.5% synchronous power overhead is needed in | where_hint: O_ISAC_300.md: peak sidelobe ratio (PSLR) of up to 29.2 dB and 1.5 cm range resolution. More importantly, less than 0.5% synchronous power overhead is needed in",,,,
B17,O_ISAC_301,II-D,data/extraction_results_v4/extraction_v4_unified.json[199],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_301\O_ISAC_301.md,1,0,0,0,"HeadingPath: # 4. Experimental Results and Discussion | excerpt: shown in Fig. 4. For the LFM signal we applied, the theoretical distance resolution is 1.5 cm, and the ![](_page_3_Figure_6.jpeg) Fig. 3. Achievable communication NDR | where_hint: O_ISAC_301.md: shown in Fig. 4. For the LFM signal we applied, the theoretical distance resolution is 1.5 cm, and the ![](_page_3_Figure_6.jpeg) Fig. 3. Achievable communication NDR",,,,
B17,O_ISAC_303,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[200],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_303\O_ISAC_303.md,0,0,0,0,,,,,
B17,O_ISAC_304,II-D,data/extraction_results_v4/extraction_v4_unified.json[201],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_304\O_ISAC_304.md,1,0,0,0,"HeadingPath: ### ABSTRACT | excerpt: of 10 Mbit/s is generated and processed for dual functions. The radar range resolution, unambiguous range, and range-Doppler resolution are investigated. The optical demodulation of | where_hint: O_ISAC_304.md: of 10 Mbit/s is generated and processed for dual functions. The radar range resolution, unambiguous range, and range-Doppler resolution are investigated. The optical demodulation of",,,,
B17,O_ISAC_310,II-D,data/extraction_results_v4/extraction_v4_unified.json[202],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_310\O_ISAC_310.md,1,0,0,0,"HeadingPath: # Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning | excerpt: a 18.448 Gbit/s communication data rate and a 1.78 cm equivalent radar range resolution achieved by coherent fusion processing (CFP), characterized by a low peak-to-average | where_hint: O_ISAC_310.md: a 18.448 Gbit/s communication data rate and a 1.78 cm equivalent radar range resolution achieved by coherent fusion processing (CFP), characterized by a low peak-to-average",,,,
B17,O_ISAC_324,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[203],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_324\O_ISAC_324.md,0,0,0,0,,,,,
B18,O_ISAC_327,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[204],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_327\O_ISAC_327.md,0,0,0,0,,,,,
B18,O_ISAC_340,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[205],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_340\O_ISAC_340.md,0,0,0,0,,,,,
B18,O_ISAC_347,II-B,data/extraction_results_v4/extraction_v4_unified.json[206],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_347\O_ISAC_347.md,0,1,0,0,,"HeadingPath: ## 1 INTRODUCTION | excerpt: channel for transmitting the data and as a sensitive medium for the Rayleigh backscattering technology. After transmission through the fiber, the communication data is extracted | where_hint: O_ISAC_347.md: channel for transmitting the data and as a sensitive medium for the Rayleigh backscattering technology. After transmission through the fiber, the communication data is extracted",,,
B18,O_ISAC_348,II-D,data/extraction_results_v4/extraction_v4_unified.json[207],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_348\O_ISAC_348.md,0,1,1,0,,"HeadingPath: #### Sensing results | excerpt: is codetermined by the bandwidth of the subband signal, averaging distance, and gauge length (GL), the increment of the frequency response may reduce the effective | where_hint: O_ISAC_348.md: is codetermined by the bandwidth of the subband signal, averaging distance, and gauge length (GL), the increment of the frequency response may reduce the effective","HeadingPath: #### Transmission performance | excerpt: modulation, the 1-GHz LFM optical carrier has a worse optical signal-to-noise ratio (OSNR) than the single-frequency optical carrier (i.e., the laser source used in conventional | where_hint: O_ISAC_348.md: modulation, the 1-GHz LFM optical carrier has a worse optical signal-to-noise ratio (OSNR) than the single-frequency optical carrier (i.e., the laser source used in conventional",,
B18,O_ISAC_349,II-D,data/extraction_results_v4/extraction_v4_unified.json[208],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_349\O_ISAC_349.md,1,0,0,0,"HeadingPath: # <span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform | excerpt: first derive sensing metrics of the LFM-PSK waveform through theoretical analysis, including range resolution, peak sidelobe ratio (PSLR), and Cramér-Rao lower bound (CRLB). Then a | where_hint: O_ISAC_349.md: first derive sensing metrics of the LFM-PSK waveform through theoretical analysis, including range resolution, peak sidelobe ratio (PSLR), and Cramér-Rao lower bound (CRLB). Then a",,,,
B18,O_ISAC_350,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[209],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_350\O_ISAC_350.md,0,0,0,0,,,,,
B18,O_ISAC_351,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[210],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_351\O_ISAC_351.md,0,0,0,0,,,,,
B18,O_ISAC_354,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[211],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_354\O_ISAC_354.md,0,0,0,0,,,,,
