"source_metric_record_id","canonical_study_cluster_id","canonical_source_report_id","modality","canonical_metric_domain","canonical_metric_family_code","canonical_metric_name_reported","canonical_condition_set_id","canonical_comparison_group_id","canonical_comparison_operator","canonical_value_numeric","canonical_value_low","canonical_value_high","canonical_unit_reported","canonical_measurement_plane_code","canonical_validation_type_code","canonical_scenario_summary","canonical_baseline_comparator","canonical_pdf_page","canonical_section_heading","canonical_table_id","canonical_figure_id","canonical_equation_id","reviewed_source_pdf_sha256","reviewer_1_status","reviewer_2_status","discrepancy_status","verification_outcome","recommended_comparison_decision","recommended_survey_use_decision","recommended_card_id","recommendation_status","lock_date"
"MET-SCR00196-014","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","communication","data_rate","Maximum beamformed data rate","COND-SCR00196-BF-2M","CG-VLC-DMT-BEAMFORMED-DATA-RATE-LAB","gt","6","","","Gbit/s","system","laboratory_experiment","2 m adaptive beamforming","","7","2.D","","Fig. 5","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-015","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","communication","SNR","Average SNR after beamforming","COND-SCR00196-BF-FIRSTPOS","CG-VLC-DMT-BEAMFORMED-EVM-SNR-LAB","eq","18.79","","","dB","link","laboratory_experiment","2 m first test position","12.30 dB without beamforming","7","2.D","","Fig. 5","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-016","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","communication","other","Highest bit allocation after beamforming","COND-SCR00196-BF-FIRSTPOS","CG-VLC-DMT-BEAMFORMED-BIT-LOADING-LAB","eq","7","","","bit/(s Hz)","link","laboratory_experiment","2 m first test position","4 bit/(s Hz) without beamforming","7","2.D","","Fig. 5","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-017","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","communication","data_rate","Beamformed data rate at 3 m field periphery","COND-SCR00196-BF-3M","CG-VLC-DMT-BEAMFORMED-DATA-RATE-LAB","eq","5.93","","","Gbit/s","system","laboratory_experiment","3 m; 0.9 m x 0.9 m field periphery","2.09 Gbit/s without beamforming","7","2.D","","Fig. 5","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-018","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","communication","data_rate","Beamforming data-rate improvement at 3 m","COND-SCR00196-BF-3M","CG-VLC-BEAMFORMING-RELATIVE-DATA-RATE-GAIN-LAB","eq","184","","","%","system","laboratory_experiment","3 m; field periphery","wide-field illumination without beamforming","7","2.D","","Fig. 5","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-019","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","communication","other","Packet-loss rate, VR video 1","COND-SCR00196-VR1-WIDE","CG-VLC-VR-PACKET-LOSS-PROTOTYPE","approx","38.5","","","%","application","prototype_testbed","7680 x 3840, 120 Hz VR video; no beamforming","","8","2.D","","","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","main_text","K6","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-020","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","communication","other","Packet-loss rate, VR video 2","COND-SCR00196-VR2-WIDE","CG-VLC-VR-PACKET-LOSS-PROTOTYPE","approx","34.4","","","%","application","prototype_testbed","7200 x 3840, 120 Hz VR video; no beamforming","","8","2.D","","","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-021","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","sensing","estimation_error","Estimated negative X displacement","COND-SCR00196-REFINED-XNEG","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","eq","-0.491","","","mm","system","laboratory_experiment","ROI-refined localization after beamforming","","8","2.D","","Fig. 6","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-022","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","sensing","estimation_error","Estimated positive X displacement","COND-SCR00196-REFINED-XPOS","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","eq","0.494","","","mm","system","laboratory_experiment","ROI-refined localization after beamforming","","8","2.D","","Fig. 6","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-023","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","sensing","estimation_error","Estimated negative Y displacement","COND-SCR00196-REFINED-YNEG","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","eq","-0.482","","","mm","system","laboratory_experiment","ROI-refined localization after beamforming","","8","2.D","","Fig. 6","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-024","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","sensing","estimation_error","Estimated positive Y displacement","COND-SCR00196-REFINED-YPOS","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","eq","0.473","","","mm","system","laboratory_experiment","ROI-refined localization after beamforming","","8","2.D","","Fig. 6","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-025","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","sensing","estimation_error","Estimated negative depth displacement","COND-SCR00196-REFINED-ZNEG","CG-VLC-ROI-DEPTH-DISPLACEMENT-ESTIMATE-LAB","eq","-4.01","","","mm","system","laboratory_experiment","ROI-refined localization after beamforming","","8","2.D","","Fig. 6","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-026","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","sensing","estimation_error","Estimated positive depth displacement","COND-SCR00196-REFINED-ZPOS","CG-VLC-ROI-DEPTH-DISPLACEMENT-ESTIMATE-LAB","eq","4.55","","","mm","system","laboratory_experiment","ROI-refined localization after beamforming","","8","2.D","","Fig. 6","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00196-027","STC-SINGLETON-SCR-00196","SCR-00196","VLC_LiFi","sensing","resolution","Refined depth separation","COND-SCR00196-REFINED-Z","CG-VLC-ROI-DEPTH-SEPARATION-RESOLUTION-LAB","eq","10","","","mm","system","laboratory_experiment","ROI-focused structured illumination after beamforming","","8","2.D","","Fig. 6","","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00220-001","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","fiber","communication","data_rate","Aggregate DP-16QAM transmission rate","COND-SCR00220-LINK","CG-SCR00220-LINK","eq","480","","","Gb/s","system","laboratory_experiment","60-GBaud DP-16QAM FD-NOMA coherent experiment","","1-2;10","Abstract; Conclusion","","","","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00220-014","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","fiber","sensing","other","Strain-response linearity","COND-SCR00220-STRAIN-LINEARITY","CG-SCR00220-STRAIN","eq","0.9927","","","R-squared","system","laboratory_experiment","PZT strain-response sweep","","9","IV. Experimental Results and Discussions","","Fig. 8(c)","","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00220-015","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","fiber","sensing","other","Polarization-sensing sensitivity","COND-SCR00220-STRAIN-LINEARITY","CG-SCR00220-STRAIN","eq","0.0053","","","rad/microstrain","system","laboratory_experiment","Average gradient of the strain-response linear fit","","9-10","IV. Experimental Results and Discussions; V. Conclusion","","Fig. 8(c)","","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00220-016","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","fiber","sensing","other","Limit of detection","COND-SCR00220-LOD","CG-SCR00220-STRAIN","approx","70.7","","","nstrain/sqrt(Hz)","system","laboratory_experiment","FD-NOMA polarization sensing","","9-10","IV. Experimental Results and Discussions; V. Conclusion","","","","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00220-017","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","fiber","sensing","localization_error","Vibration localization error","COND-SCR00220-LOCALIZATION","CG-SCR00220-LOCALIZATION","eq","8","","","m","system","laboratory_experiment","Bidirectional cross-correlation over total calibrated fiber length 32.550 km","","9","IV. Experimental Results and Discussions","","Fig. 9","","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00233-003","STC-SINGLETON-SCR-00233","SCR-00233","FSO","communication","SNR","SNR gain versus LCT detector","COND-SCR00233-ACO4QAM-LCT","CG-SCR00233-FIG3-BER","approx","1.6","","","dB gain","system","simulation","Hybrid receiver versus cited LCT-based ISAC detector","LCT-based detection algorithm [23]","5","4.1 BER performance","","Fig. 3","","6158B05C55166F69CA933894D976E00BE3B8168A3C8C5A2F1065F5AE4AFC858D","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","main_text","K7","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00233-019","STC-SINGLETON-SCR-00233","SCR-00233","FSO","joint","other","Inference complexity per OFDM frame","COND-SCR00233-COMPLEXITY","CG-SCR00233-COMPLEXITY","approx","8500000","","","MACs/frame","system","analytical","One 128-unit bidirectional LSTM plus two Transformer layers","Conventional 2D-FFT approximately 5 x 10^5 MACs","8","4.5 Complexity analysis","Table 3","","","6158B05C55166F69CA933894D976E00BE3B8168A3C8C5A2F1065F5AE4AFC858D","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","main_text","K7","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00238-003","STC-SINGLETON-SCR-00238","SCR-00238","fiber","communication","link_budget","Received optical power at FEC threshold","COND-SCR00238-PDM16QAM","CG-SCR00238-COMM-FORMAT","approx","-28","","","dBm","link","laboratory_experiment","20-GBaud coherent PDM 16-QAM over 12-km SSMF","","5","3.2 Measurement of transmission performance","","Fig. 4","","68DDDE0ECF5B94A57723DD573AAFDFF2CEF5FE2E19DBD216F3BDA57110978DF9","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00238-010","STC-SINGLETON-SCR-00238","SCR-00238","fiber","sensing","resolution","Localization peak width","COND-SCR00238-LOCALIZATION","CG-SCR00238-LOCALIZATION","eq","4.9","","","m","system","laboratory_experiment","30-ns pulse, 8-kHz repetition, WLL localization mode","","8","3.4 Measurement of vibration location","","Fig. 10","","68DDDE0ECF5B94A57723DD573AAFDFF2CEF5FE2E19DBD216F3BDA57110978DF9","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-R01-SCR00238-014","STC-SINGLETON-SCR-00238","SCR-00238","fiber","joint","propagation_distance","Fiber transmission distance","COND-SCR00238-LINK","CG-SCR00238-LINK","eq","12","","","km","link","laboratory_experiment","Communication and continuous-RBS sensing shared link","","1-5;9","Abstract; Experimental setup; Conclusion","","","","68DDDE0ECF5B94A57723DD573AAFDFF2CEF5FE2E19DBD216F3BDA57110978DF9","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"P03-M004","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00553","photonic_thz","joint","waveform_period","Triangular repetition period","C-SCR00553-JW","CG-THZ-FMCW-REPETITION-PERIOD-LAB","eq","800","","","ns","device_component","laboratory_experiment","2025 joint waveform","","1-2","Experiment; Results","","Figure 2","","157FABE1725FE1CF99014486A9E61E917D792D1D75CA2A95605A60C217AE1C27","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","within_study_only","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-001","STC-SINGLETON-SCR-00941","SCR-00941","FSO","communication","SNR","Electrical communication SNR","COND-SCR00941-ANALYTICAL-SNR","CG-COMM-ELECTRICAL-SNR-ANALYTICAL-OPTICAL-OFDM","","","","","dimensionless","link","analytical","Communication link model","","6","Communication Receiver","","","Eq. (26)","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","context_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-002","STC-SINGLETON-SCR-00941","SCR-00941","FSO","sensing","estimation_error","Normalized CFR-estimation MSE","COND-SCR00941-ANALYTICAL-MSE","CG-SENSING-NORMALIZED-CFR-MSE-ANALYTICAL-ISAC","","","","","dimensionless","system","analytical","Joint M-round target-profile estimation","","7","Sensing metric derivation","","","Eqs. (38)-(40)","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","context_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-004","STC-SINGLETON-SCR-00941","SCR-00941","FSO","sensing","CRB","Profile-estimation CRB","COND-SCR00941-ANALYTICAL-CRB","CG-SENSING-RANGE-PROFILE-CRB-CM-ANALYTICAL","","","","","cm","system","analytical","Optimized OPA and waveform; Fig. 5(b)","","6;12","Metric derivation; Numerical Results","","Fig. 5(b)","Eqs. (35)-(37)","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","context_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-005","STC-SINGLETON-SCR-00941","SCR-00941","FSO","communication","BER","BER versus transmitted power","COND-SCR00941-BER-CURVE","CG-COMM-BER-VS-TX-POWER-ADO-OFDM-SIMULATION","","","","","dimensionless","link","simulation","Gamma_nu=0.90; Gamma_w=0.10, 0.30 or 0.50 Pt","","12","Numerical Results","","Fig. 6(a)","","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","context_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-006","STC-SINGLETON-SCR-00941","SCR-00941","FSO","communication","other","Equivalent-AWGN required-power difference","COND-SCR00941-NOISE-COMP","CG-COMM-EQUIVALENT-AWGN-POWER-PENALTY-BER","approx","0.5","","","dB","link","simulation","Conditions of Fig. 6(a)","original time-varying shot-noise model","12","Numerical Results","","Fig. 6(a)","","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-007","STC-SINGLETON-SCR-00941","SCR-00941","FSO","sensing","estimation_error","CFR-estimation MSE versus transmitted power","COND-SCR00941-MSE-CURVE","CG-SENSING-NORMALIZED-CFR-MSE-VS-TX-POWER-SIMULATION","","","","","dimensionless","system","simulation","Multiple Gamma_w/Gamma_nu and waveform baselines","","13","Numerical Results","","Fig. 7","","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","context_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-008","STC-SINGLETON-SCR-00941","SCR-00941","FSO","sensing","estimation_error","Required-power change for same CFR MSE","COND-SCR00941-THRESHOLD-SENSING","CG-SENSING-CFR-MSE-THRESHOLD-POWER-PENALTY","eq","4","","","dB","system","simulation","Gamma_w=0.30 Pt","Gamma_nu=0.90","13","Numerical Results","","Fig. 7(b)","","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-009","STC-SINGLETON-SCR-00941","SCR-00941","FSO","communication","BER","Required-power change for same BER","COND-SCR00941-THRESHOLD-COMM","CG-COMM-BER-THRESHOLD-POWER-PENALTY","eq","1","","","dB","link","simulation","Gamma_w=0.30 Pt","Gamma_nu=1.00","13","Numerical Results","","Fig. 6(b)","","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","supplement_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
"MET-SCR00941-010","STC-SINGLETON-SCR-00941","SCR-00941","FSO","sensing","range_accuracy","Target-profile RMSE","COND-SCR00941-RMSE-CURVE","CG-SENSING-EXTENDED-TARGET-PROFILE-RMSE-CM-SIMULATION","","","","","cm","system","simulation","OPA/noise and waveform comparator groups","","13","Numerical Results","","Fig. 8","","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","COMPLETE_LOCKED","COMPLETE_LOCKED","none","verified_as_reported","non_poolable","context_only","","G6_METHODS_LOCKED__G7_CARRIERS_APPROVED","2026-09-01"
