metric_record_id,study_cluster_id,source_screening_record_id,condition_set_id,tradeoff_id,metric_domain,metric_family_code,metric_name_reported,measurement_plane_code,validation_type_code,result_representation,comparison_operator,value_numeric,value_low,value_high,uncertainty_type,uncertainty_value,unit_reported,value_status,value_origin,normalization_status,normalized_value,normalized_unit,normalization_formula,normalization_input_ids,scenario_summary,baseline_comparator,comparison_group_id,metric_comparability_class,metric_comparison_admissibility_class,pdf_page,section_heading,table_id,figure_id,equation_id,verification_status,conflict_flag,schema_version,final_claim_status,final_survey_use_class,final_comparison_admissibility,cross_study_quantitative_comparison_allowed,final_reason_code,independent_human_status,source_workbook_sha256
MET-R10-SCR00977-016,STC-SINGLETON-SCR-00977,SCR-00977,CS-SCR00977-RANGE,,sensing,theoretical_range_resolution,Theoretical full-band range resolution,waveform,analytical_model,scalar,eq,1.875,,,,,cm,reported,reported,not_normalized,,,,,8 GHz equivalent bandwidth,,,descriptive_only,insufficient_information,"7,9",Sensing Function; Imaging Results,,"Figures 10,15",,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00977-017,STC-SINGLETON-SCR-00977,SCR-00977,CS-SCR00977-DUALTARGET,,sensing,estimated_target_spacing,Recovered dual-target spacing,system,laboratory_experiment,scalar,eq,2.05,,,,,cm,reported,reported,not_normalized,,,,,Two metallic targets physically spaced 2 cm,,,descriptive_only,insufficient_information,7,Sensing Function,,Figures 10(b)-11,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00977-018,STC-SINGLETON-SCR-00977,SCR-00977,CS-SCR00977-DUALTARGET,,sensing,spacing_error,Dual-target spacing error,system,laboratory_experiment,scalar,eq,0.5,,,,,mm,reported,reported,not_normalized,,,,,Recovered 2.05 cm versus 2 cm spacing,,,descriptive_only,insufficient_information,7,Sensing Function,,Figure 10(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00977-019,STC-SINGLETON-SCR-00977,SCR-00977,CS-SCR00977-JAMMING,,joint,functional_interruption_probability,TFH versus PFH interruption probabilities,system,analytical_model,set,eq,,,,,,percent,reported,reported,not_normalized,,,,,"L=10, broadband-noise jamming",,,descriptive_only,insufficient_information,8,Anti-Jamming Performance,Table II,Figure 12,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00977-020,STC-SINGLETON-SCR-00977,SCR-00977,CS-SCR00977-JAMMING,,joint,monte_carlo_trials,Anti-jamming Monte Carlo trials,simulation,numerical_simulation,scalar,eq,3000,,,,,trials,reported,reported,not_normalized,,,,,Independent BBNJ snapshots,,,descriptive_only,insufficient_information,8,Anti-Jamming Performance,,Figure 12,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00977-021,STC-SINGLETON-SCR-00977,SCR-00977,CS-SCR00977-IMAGING,,sensing,two_dimensional_resolution,Simulated range-by-azimuth image resolution,system,numerical_simulation,paired_values,approximately_eq,,,,,,cm,reported,reported,not_normalized,,,,,Five-reflector V-shaped ISAR scene; 500 echoes,,,descriptive_only,insufficient_information,"1,9",Abstract; Simulation Results for Imaging,,Figures 14-15,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-001,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-MAIN,,joint,carrier_frequency,J-band carrier frequency,system,laboratory_experiment,scalar,eq,313.2,,,,,GHz,reported,reported,not_normalized,,,,,Photonic heterodyne ISAC link,,,descriptive_only,insufficient_information,"1,3,6,10",Abstract; Results; Conclusion,Table I,Figures 2-3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-002,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-MAIN,,joint,wireless_distance,Wireless link length,scene,laboratory_experiment,scalar,eq,3,,,,,m,reported,reported,not_normalized,,,,,J-band communication/ranging,,,descriptive_only,insufficient_information,"1,3,6,10",Abstract; Setup; Conclusion,,Figure 2,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-003,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-CAPACITY,,communication,data_rate,Integrated-waveform communication data rate,system,laboratory_experiment,scalar,eq,103.2,,,,,Gb/s,reported,reported,not_normalized,,,,,30-Gbaud 16-QAM SF-LFM-OFDM,,,descriptive_only,insufficient_information,"1,3,8,10",Abstract; Communication Results; Conclusion,Table I,Figure 8,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-004,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-CAPACITY,,communication,baseline_data_rate,Conventional OFDM data rate,system,laboratory_experiment,scalar,eq,105.3,,,,,Gb/s,reported,reported,not_normalized,,,,,Same 30-Gbaud 16-QAM parameters,,,descriptive_only,insufficient_information,8,Wireless Communication Performance,,Figure 8,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-005,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-CAPACITY,,joint,communication_rate_penalty,Capacity loss for sensing integration,system,laboratory_experiment,scalar,approximately_eq,2,,,,,percent,reported,reported,not_normalized,,,,,103.2 versus 105.3 Gb/s,,,descriptive_only,insufficient_information,"3,8,10",Introduction; Results,Table I,Figure 8,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-006,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-CAPACITY,,joint,DIRQ,Density of information-resolution quotient,system,laboratory_experiment,scalar,eq,126,,,,,1e-2 bit*s/m^2,reported,reported,not_normalized,,,,,Current work benchmark,,,descriptive_only,insufficient_information,2-3,Introduction,Table I,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-007,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-RANGE,,sensing,range_resolution,Measured ranging resolution,system,laboratory_experiment,scalar,eq,7,,,,,mm,reported,reported,not_normalized,,,,,30-Gbaud waveform; three metal targets,,,descriptive_only,insufficient_information,"1,3,9-10",Abstract; Sensing; Conclusion,Table I,Figure 11,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-008,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-RANGE,,sensing,theoretical_range_resolution,Theoretical minimum range resolution,waveform,analytical_model,scalar,eq,5,,,,,mm,reported,reported,not_normalized,,,,,30-Gbaud sensing bandwidth,,,descriptive_only,insufficient_information,9,J-Band Sensing Performance,,Figure 11,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-009,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-15G,,communication,OFDM_frame_parameters,15-Gbaud total/effective subcarriers and symbols,waveform,laboratory_experiment,set,eq,,,,,,counts,reported,reported,not_normalized,,,,,15-Gbaud 16-QAM frame,,,descriptive_only,insufficient_information,6,Wireless Communication Performance,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-010,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-15G,,communication,peak_to_noise_ratio,15-Gbaud received PNR,receiver,laboratory_experiment,scalar,eq,30.8,,,,,dB,reported,reported,not_normalized,,,,,IF centered at 24.3 GHz,,,descriptive_only,insufficient_information,5-6,Wireless Communication Performance,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-011,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-PULSECOUNT,,joint,embedded_pulse_count,Maximum embedded S-LFM pulses,waveform,laboratory_experiment,scalar,eq,24,,,,,pulses/frame,reported,reported,not_normalized,,,,,15-Gbaud frame,,,descriptive_only,insufficient_information,6-8,Communication and Sensing Results,,Figures 5 and 9,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-012,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-PULSECOUNT,,communication,SNR_penalty,SNR difference at maximum pulse count,system,laboratory_experiment,scalar,eq,0.5,,,,,dB,reported,reported,not_normalized,,,,,SF-LFM-OFDM versus OFDM at 24 effective symbols,,,descriptive_only,insufficient_information,7,Wireless Communication Performance,,Figure 5,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-013,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-INTEGRATION,,communication,SNR_penalty,Sensing-embedding SNR penalty,system,laboratory_experiment,scalar,approximately_eq,0.8,,,,,dB,reported,reported,not_normalized,,,,,Integrated waveform versus OFDM,,,descriptive_only,insufficient_information,7,Wireless Communication Performance,,Figure 7,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-014,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-30G,,communication,OFDM_frame_parameters,30-Gbaud total/effective subcarriers and symbols,waveform,laboratory_experiment,set,eq,,,,,,counts,reported,reported,not_normalized,,,,,Maximum-capacity frame,,,descriptive_only,insufficient_information,7,Wireless Communication Performance,,Figure 8,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-015,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-30G,,communication,peak_to_noise_ratio,30-Gbaud received PNR,receiver,laboratory_experiment,scalar,eq,26.3,,,,,dB,reported,reported,not_normalized,,,,,IF centered at 24.3 GHz,,,descriptive_only,insufficient_information,7-8,Wireless Communication Performance,,Figure 8(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-016,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-30G,,communication,SD_FEC_operating_power,IOP meeting 20% SD-FEC,receiver,laboratory_experiment,scalar,eq,13,,,,,dBm,reported,reported,not_normalized,,,,,30-Gbaud 16-QAM OFDM and ISAC,,,descriptive_only,insufficient_information,8,Wireless Communication Performance,,Figure 8(c),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-017,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-POWER,,joint,communication_to_sensing_power_ratio,Selected balanced power ratio,waveform,laboratory_experiment,scalar,eq,1,,,,,ratio,reported,reported,not_normalized,,,,,Near BER knee with substantial sensing amplitude,,,descriptive_only,insufficient_information,"7,9",Communication and Sensing Performance,,Figures 6 and 10,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-018,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-RANGE,,sensing,measured_peak_separations,Measured multi-target peak separations,system,laboratory_experiment,paired_values,eq,,,,,,cm,reported,reported,not_normalized,,,,,30-Gbaud echo/reference cross correlation,,,descriptive_only,insufficient_information,9,J-Band Sensing Performance,,Figure 11,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-019,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-INTEGRATION,,sensing,cross_correlation_attenuation,Cross-correlation magnitude attenuation from communication embedding,system,laboratory_experiment,scalar,approximately_eq,7.8,,,,,dB,reported,reported,not_normalized,,,,,SF-LFM-OFDM versus radar-only SF-LFM,,,descriptive_only,insufficient_information,9-10,J-Band Sensing Performance,,Figure 11(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-020,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-ISAR,,sensing,two_dimensional_resolution,ISAR azimuth-by-range resolution,system,laboratory_experiment,paired_values,approximately_eq,,,,,,cm,reported,reported,not_normalized,,,,,1.4 m turntable; 480 deg/s; 3 ms coherent time,,,descriptive_only,insufficient_information,10,J-Band Sensing Performance,,Figure 13,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-021,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-ISAR,,sensing,coherent_pulse_count,ISAR pulses collected,receiver,laboratory_experiment,scalar,eq,732,,,,,pulses,reported,reported,not_normalized,,,,,3 ms coherent cumulative time; 4096 points each,,,descriptive_only,insufficient_information,10,J-Band Sensing Performance,,Figure 13,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00978-022,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-00978,CS-SCR00978-ACQUISITION,,sensing,sampling_rate_reduction,Cross-correlation versus dechirp acquisition rates,receiver,laboratory_experiment,paired_values,eq,,,,,,GSa/s,reported,reported,not_normalized,,,,,Offline sensing acquisition,,,descriptive_only,insufficient_information,"6,8,10",Experiment Setup; Sensing Performance,,"Figures 9,12-13",,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-001,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-FRAME,,joint,total_bandwidth,OFDM and SF-LFM bandwidth,waveform,laboratory_experiment,scalar,eq,25,,,,,GHz,reported,reported,not_normalized,,,,,Conference 16-QAM SF-LFM-OFDM experiment,,,descriptive_only,insufficient_information,2-3,Results and Discussion,,Figure 2,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-002,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-FRAME,,communication,total_subcarrier_count,Total OFDM subcarriers,waveform,laboratory_experiment,scalar,eq,2048,,,,,subcarriers,reported,reported,not_normalized,,,,,Conference OFDM frame,,,descriptive_only,insufficient_information,2,Results and Discussion,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-003,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-FRAME,,communication,effective_subcarrier_count,Effective OFDM subcarriers,waveform,laboratory_experiment,scalar,eq,2000,,,,,subcarriers,reported,reported,not_normalized,,,,,Conference OFDM frame,,,descriptive_only,insufficient_information,2,Results and Discussion,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-004,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-FRAME,,communication,total_symbol_count,Total OFDM symbols,waveform,laboratory_experiment,scalar,eq,49,,,,,symbols,reported,reported,not_normalized,,,,,Conference OFDM frame,,,descriptive_only,insufficient_information,2,Results and Discussion,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-005,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-FRAME,,communication,training_symbol_count,Training symbols,waveform,laboratory_experiment,scalar,eq,5,,,,,symbols,reported,reported,not_normalized,,,,,Conference OFDM frame,,,descriptive_only,insufficient_information,2,Results and Discussion,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-006,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-FRAME,,sensing,embedded_pulse_count,Embedded LFM pulses,waveform,laboratory_experiment,scalar,eq,44,,,,,pulses/frame,reported,reported,not_normalized,,,,,Conference SF-LFM-OFDM frame,,,descriptive_only,insufficient_information,2,Results and Discussion,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-007,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-ACQUISITION,,joint,AWG_sampling_rate,Transmitter AWG sampling rate,transmitter,laboratory_experiment,scalar,eq,64,,,,,GSa/s,reported,reported,not_normalized,,,,,Conference photonic transmitter,,,descriptive_only,insufficient_information,2,Principle and Experimental Setup,,Figure 1,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-008,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-ACQUISITION,,communication,oscilloscope_sampling_rate,Communication oscilloscope sampling rate,receiver,laboratory_experiment,scalar,eq,256,,,,,GSa/s,reported,reported,not_normalized,,,,,Offline conference communication demodulation,,,descriptive_only,insufficient_information,2,Principle and Experimental Setup,,Figure 1,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-009,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-ACQUISITION,,sensing,oscilloscope_sampling_rate,Dechirped radar oscilloscope sampling rate,receiver,laboratory_experiment,scalar,eq,4,,,,,GSa/s,reported,reported,not_normalized,,,,,Offline conference radar imaging,,,descriptive_only,insufficient_information,2,Principle and Experimental Setup,,Figure 1,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-010,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-COMM,,communication,peak_to_noise_ratio,Received electrical-spectrum PNR,receiver,laboratory_experiment,scalar,eq,21.8,,,,,dB,reported,reported,not_normalized,,,,,Conference 25-GHz SF-LFM-OFDM signal,,,descriptive_only,insufficient_information,2-3,Results and Discussion,,Figure 2(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-011,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-CAPACITY,,communication,data_rate,Integrated-waveform communication data rate,system,laboratory_experiment,scalar,eq,87.7,,,,,Gb/s,reported,reported,not_normalized,,,,,Conference 16-QAM SF-LFM-OFDM waveform,,,descriptive_only,insufficient_information,"1,3",Abstract; Results and Discussion; Conclusion,,Figure 2,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-012,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-CAPACITY,,communication,baseline_data_rate,Pure OFDM data rate,system,laboratory_experiment,scalar,eq,89.8,,,,,Gb/s,reported,reported,not_normalized,,,,,Conference pure-OFDM comparator,,,descriptive_only,insufficient_information,3,Results and Discussion,,Figure 2(c),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-013,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-CAPACITY,,joint,communication_rate_penalty,Communication-rate cost of sensing integration,system,laboratory_experiment,scalar,eq,2.3,,,,,percent,reported,reported,not_normalized,,,,,87.7 versus 89.8 Gb/s in the conference report,,,descriptive_only,insufficient_information,3,Results and Discussion,,Figure 2(c),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR01019-014,STC-SF-LFM-OFDM-THZ-2025-2026,SCR-01019,CS-SCR01019-RANGE,,sensing,measured_peak_separations,Measured multi-target peak intervals,system,laboratory_experiment,paired_values,eq,,,,,,cm and mm,reported,reported,not_normalized,,,,,Conference SF-LFM-OFDM echo/reference cross correlation,,,descriptive_only,insufficient_information,3,Results and Discussion,,Figure 3(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R10-SCR00979-001,STC-SINGLETON-SCR-00979,SCR-00979,CS-SCR00979-PPM,,joint,modulation_order,PPM modulation order,waveform,laboratory_experiment,scalar,eq,256,,,,,PPM order,reported,reported,not_normalized,,,,,8 bits per symbol,,,descriptive_only,insufficient_information,7,Experimental Parameters,Table 1,Figure 7,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
