Title,Authors,DOI,DOI link,Venue,Citation count,Year,Filename
Double Low-Rank 4D Tensor Decomposition for Circular RIS-Aided mmWave MIMO-NOMA System Channel Estimation in Mobility Scenarios,"Wanyuan Cai, Xiaoping Jin, Youming Li, Menglei Sheng, Mingjun Huang, Qinke Qi, Qiang Guo",-,-,-,0,2025,-
RIS-Aided Integrated Sensing and Communication Systems under Dual-polarized Channels,"Dongnan Xia, Cunhua Pan, Hong Ren, Zhiyuan Yu, Yasheng Jin, Jiangzhou Wang",10.48550/arXiv.2501.00909,https://doi.org/10.48550/arXiv.2501.00909,arXiv.org,1,2025,-
Dynamic User Clustering and Backscatter-Enabled RIS-Assisted NOMA ISAC,"Faraz Nassar, Keshav Singh, S. Prakriya, Bishmita Hazarika, Chih-Peng Li, Z. Ding",10.1109/TWC.2024.3359650,https://doi.org/10.1109/TWC.2024.3359650,IEEE Transactions on Wireless Communications,8,2024,-
Power Minimization for ISAC System Using Beyond Diagonal Reconfigurable Intelligent Surface,"Zhaohui Guang, Yang Liu, Qingqing Wu, Wei Wang, Qingjiang Shi",10.1109/TVT.2024.3385633,https://doi.org/10.1109/TVT.2024.3385633,IEEE Transactions on Vehicular Technology,9,2024,-
Dual-Functional Waveform Design for STAR-RIS Aided ISAC via Deep Reinforcement Learning,"Jifa Zhang, Shiqi Gong, Weidang Lu, Chengwen Xing, Nan Zhao, Derrick Wing Kwan Ng, D. Niyato",10.1109/PIMRC59610.2024.10817375,https://doi.org/10.1109/PIMRC59610.2024.10817375,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",1,2024,-
Nested Tensor-Based Integrated Sensing and Communication in RIS-Assisted THz MIMO Systems,"Jianhe Du, Yuan Cheng, Libiao Jin, Shufeng Li, Feifei Gao",10.1109/TSP.2024.3359323,https://doi.org/10.1109/TSP.2024.3359323,IEEE Transactions on Signal Processing,11,2024,-
Electromechanically Reconfigurable Terahertz Stereo Metasurfaces,"Saurav Prakash, Prakash Pitchappa, P. Agrawal, H. Jani, Yunshan Zhao, Abhishek Kumar, John Thong, Jian Linke, A. Ariando, Ranjan Singh, Thirumalai Venkatesan",10.1002/adma.202402069,https://doi.org/10.1002/adma.202402069,Advances in Materials,9,2024,-
Active-RIS-Aided Covert Communications in NOMA-Inspired ISAC Wireless Systems,"Miaomiao Zhu, Peng Chen, Liang Yang, Alexandros-Apostolos A. Boulogeorgos, Theodoros A. Tsiftsis, Hongwu Liu",10.48550/arXiv.2407.00579,https://doi.org/10.48550/arXiv.2407.00579,arXiv.org,1,2024,-
A Standardization Framework for Channel Modeling in RIS-Assisted Integrated Sensing and Communication Systems,"Junpeng Lou, Chuangxin Jiang, Xianghui Han, Xinhui Wang",10.1109/MCOMSTD.0001.2400033,https://doi.org/10.1109/MCOMSTD.0001.2400033,IEEE Communications Standards Magazine,1,2024,-
Integrated sensing and communication based on space-time-coding metasurfaces,"X. Q. Chen, Lei Zhang, Y. Zheng, Shuo Liu, Zhuo Ran Huang, J. Liang, M. Di Renzo, Vincenzo Galdi, T. Cui",10.1038/s41467-025-57137-6,https://doi.org/10.1038/s41467-025-57137-6,Nature Communications,5,2025,-
Near-Field Fading Channel Modeling for ELAAs: From Communication to ISAC,"Jiuyu Liu, Yi Ma, Ahmed Elzanaty, Rahim Tafazolli",10.48550/arXiv.2401.17014,https://doi.org/10.48550/arXiv.2401.17014,arXiv.org,3,2024,-
"Integrating Movable Antennas and Intelligent Reflecting Surfaces (MA-IRS): Fundamentals, Practical Solutions, and Opportunities","Qingqing Wu, Ziyuan Zheng, Ying Gao, Weidong Mei, Xin Wei, Wen Chen, Boyu Ning",-,-,-,0,2025,-
Potential of Millimeter Wave Communications,"Karsten Heimann, S. Häger, C. Wietfeld",10.1515/9783110785982-029,https://doi.org/10.1515/9783110785982-029,Mach. Learn. under Resour. Constraints Vol. 3,0,2022,-
Reconfigurable intelligent surface-enabled integrated sensing and communication: a sensing-assisted communication framework,"Ziang Yang, Haobo Zhang, Hongliang Zhang, Lingyang Song",10.3389/frcmn.2023.1176322,https://doi.org/10.3389/frcmn.2023.1176322,Frontiers in Communications and Networks,1,2023,-
Semi-Passive RIS Aided Near-Field ISAC: CRB Analysis and Optimization,"Xiequn Dong, Zesong Fei, Meng Hua, Xinyi Wang, Yuanwei Liu",10.1109/TVT.2025.3534287,https://doi.org/10.1109/TVT.2025.3534287,IEEE Transactions on Vehicular Technology,2,2025,-
ML-Assisted RIS for ISAC Systems: Initial Results in the 6G Study Band,"D. T. Phan, Quoc Duy Nguyen, Niklas Takanen, Thanh Nhan Nguyen, Markku Juntti, Ping Jack Soh",10.23919/EuCAP63536.2025.10999385,https://doi.org/10.23919/EuCAP63536.2025.10999385,European Conference on Antennas and Propagation,0,2025,-
Constant Modulus Waveform Design for RIS-Aided ISAC System,"Mingli Shi, Xiaohui Li, Jiawen Liu, Siting Lv",10.1109/TVT.2024.3362431,https://doi.org/10.1109/TVT.2024.3362431,IEEE Transactions on Vehicular Technology,6,2024,-
Multi-Functional RIS Integrated Sensing and Communications for 6G Networks,"Dongsheng Han, Peng Wang, Wanli Ni, Wen Wang, Ailing Zheng, Dusist Niyato, N. Al-Dhahir",10.1109/TWC.2024.3505918,https://doi.org/10.1109/TWC.2024.3505918,IEEE Transactions on Wireless Communications,3,2024,-
Channel Estimation in Hybrid-RIS-Assisted MIMO Systems Under Control Link Imperfections,"Amarilton L. Magalhães, Gilderlan T. de Araújo, A. D. de Almeida",10.1109/WCNPS60622.2023.10344721,https://doi.org/10.1109/WCNPS60622.2023.10344721,Workshop Communication Networks and Power Systems,1,2023,-
"Calibration in RIS-aided Integrated Sensing, Localization and Communication Systems","Reza Ghazalian, Pinjun Zheng, Hui Chen, Cuneyd Ozturk, M. F. Keskin, Vincenzo Sciancalepore, S. Gezici, T. Al-Naffouri, Henk Wymeersch",-,-,-,4,2024,-
On the Secrecy-Sensing Optimization of RIS-assisted Full-Duplex Integrated Sensing and Communication Network,"Elmehdi Illi, Ahmad Bazzi, Marwa K. Qaraqe, Ali Ghrayeb",-,-,-,0,2025,-
Deep Reinforcement Learning for Integrated Sensing and Communication in RIS-Assisted 6G V2X System,"Xudong Long, Yubin Zhao, Huaming Wu, Cheng-zhong Xu",10.1109/JIOT.2024.3449969,https://doi.org/10.1109/JIOT.2024.3449969,IEEE Internet of Things Journal,4,2024,-
Designs and Challenges in Fluid Antenna System Hardware,"Kin-Fai Tong, Baiyang Liu, kai-kit Wong",10.3390/electronics14071458,https://doi.org/10.3390/electronics14071458,Electronics,1,2025,-
"6G Localization and Sensing in the Near Field: Fundamentals, Opportunities, and Challenges","Hui Chen, M. F. Keskin, Adham Sakhnini, Nicoló Decarli, S. Pollin, D. Dardari, H. Wymeersch",10.48550/arXiv.2308.15799,https://doi.org/10.48550/arXiv.2308.15799,arXiv.org,4,2023,-
A Novel 3D Non-Stationary Channel Model for Aerial Hybrid Reconfigurable Intelligent Surface-Assisted ISAC Systems,"Ke Peng, Nan Ma, Kaiheng Zhang, Jianqiao Chen, Xiaoqi Qin, Ping Zhang",10.1109/TVT.2025.3546253,https://doi.org/10.1109/TVT.2025.3546253,IEEE Transactions on Vehicular Technology,1,2025,-
RIS-assisted ISAC Systems for Industrial Revolution 6.0: Exploring the Near-field and Far-field Coexistence,"Seonghoon Yoo, Jaemin Jung, Seongah Jeong, Jinkyu Kang, Markku Juntti, Joonhyuk Kang",-,-,-,0,2025,-
RHS-UAV-Based ISAC System With RIS Enhancing,"Shunwai Zhang, Xu Ding",10.1109/LCOMM.2025.3569544,https://doi.org/10.1109/LCOMM.2025.3569544,IEEE Communications Letters,0,2025,-
Beyond Diagonal RIS: Key to Next-Generation Integrated Sensing and Communications?,"Tara Esmaeilbeig, Kumar Vijay Mishra, M. Soltanalian",10.1109/LSP.2024.3511395,https://doi.org/10.1109/LSP.2024.3511395,IEEE Signal Processing Letters,12,2024,-
Energy Efficiency Optimization in Active Reconfigurable Intelligent Surface-Aided Integrated Sensing and Communication Systems,"Jun-qing Ye, Mohamed Rihan, Peichan Zhang, Lei Huang, Stefano Buzzi, Zhen Chen",10.1109/TVT.2024.3465897,https://doi.org/10.1109/TVT.2024.3465897,IEEE Transactions on Vehicular Technology,2,2023,-
"Intelligent Reflection Enabling Technologies for Integrated and Green Internet-of-Everything Beyond 5G: Communication, Sensing, and Security","W. Shi, Wei-Qing Xu, X. You, Chunming Zhao, Kejun Wei",10.1109/MWC.018.2100717,https://doi.org/10.1109/MWC.018.2100717,IEEE wireless communications,104,2022,-
Beamforming Design and Multi-User Scheduling in Transmissive RIS Enabled Distributed Cooperative ISAC Networks with RSMA,"Ziwei Liu, Wen Chen, Qing-Bin Wu, Zhendong Li, Qiong Wu, Nan Cheng, Jun Li",10.48550/arXiv.2411.10960,https://doi.org/10.48550/arXiv.2411.10960,IEEE Transactions on Communications,1,2024,-
Transmit Power Minimization for Double-RIS-Enabled ISAC System,"Qi Zhang, Hongyi Bian, Yu Yao, Yongpeng Wu, Feng Shu, Jiangzhou Wang",10.1109/ICCC62479.2024.10681845,https://doi.org/10.1109/ICCC62479.2024.10681845,International Conference on Innovative Computing and Cloud Computing,1,2024,-
Tracking-Aided Multi-User MIMO Communications with Hybrid Reconfigurable Intelligent Surfaces,"Ioannis Gavras, George C. Alexandropoulos",-,-,-,1,2025,-
Quantized Precoding and RIS-Assisted Modulation for Integrated Sensing and Communications Systems,"R. Sankar, S. Chepuri",10.1109/ICASSP49357.2023.10096143,https://doi.org/10.1109/ICASSP49357.2023.10096143,"IEEE International Conference on Acoustics, Speech, and Signal Processing",1,2022,-
Joint Beamforming and Position Optimization for Fluid RIS-aided ISAC Systems,"Jun-qing Ye, Peichan Zhang, Xiao-Peng Li, Lei Huang, Yuanwei Liu",-,-,-,5,2025,-
Joint Beamforming Optimization For STAR-RIS Aided NOMA ISAC Systems,"Gangcan Sun, Yiqian Zhang, Wanming Hao, Zhengyu Zhu, Xingwang Li, Zheng Chu",10.1109/LWC.2024.3356230,https://doi.org/10.1109/LWC.2024.3356230,IEEE Wireless Communications Letters,6,2024,-
Minimizing URLLC Task Offloading Latency with Full-Duplex STAR-RIS-Aided DRL-ISAC Systems,"Anal Paul, Keshav Singh, Chih-Peng Li, Shahid Mumtaz",10.1109/GLOBECOM52923.2024.10901282,https://doi.org/10.1109/GLOBECOM52923.2024.10901282,Global Communications Conference,1,2024,-
Cognitive Reconfigurable Intelligent Surface (RIS) for mmWave Integrated Sensing and Communication,"Youngno Youn, Donggeun An, Daehyeon Kim, Myeonggin Hwang, Wonbin Hong",10.1109/ISAP57493.2023.10389072,https://doi.org/10.1109/ISAP57493.2023.10389072,International Symposium on Antennas and Propagation,0,2023,-
Hybrid RIS-Enabled NLoS Integrated Sensing and Communication: Joint Parameter Design and Angle Estimation,"Yongqing Xu, Chunjing Hu, Yong Li, Tony Q. S. Quek",10.1109/ICCC62479.2024.10681767,https://doi.org/10.1109/ICCC62479.2024.10681767,International Conference on Innovative Computing and Cloud Computing,0,2024,-
Pair Scheduling and Beamforming in STAR-RIS Empowered ISAC Networks,"Yu Xu, Fahui Wu, Yixuan Zou, Dingcheng Yang, Yuanwei Liu",10.1109/TVT.2024.3416110,https://doi.org/10.1109/TVT.2024.3416110,IEEE Transactions on Vehicular Technology,0,2024,-
Unveiling the Potential of NOMA: A Journey to Next Generation Multiple Access,"Adeel Ahmed, Xingfu Wang, Ammar Hawbani, Weijie Yuan, Hina Tabassum, Yuanwei Liu, M. U. F. Qaisar, Zhiguo Ding, N. Al-Dhahir, Arumugam Nallanathan, Derrick Wing Kwan Ng",10.1109/comst.2024.3521647,https://doi.org/10.1109/comst.2024.3521647,IEEE Communications Surveys &amp; Tutorials,4,2024,-
RIS-Assisted UAV for Timely Data Collection in IoT Networks,"Ahmed Al-Hilo, M. Samir, M. Elhattab, C. Assi, S. Sharafeddine",10.1109/JSYST.2022.3215279,https://doi.org/10.1109/JSYST.2022.3215279,IEEE Systems Journal,50,2021,-
Optimizing the Fairness of STAR-RIS and NOMA Assisted Integrated Sensing and Communication Systems,"Yufei Wang, Zhengju Yang, Jingjing Cui, Peng Xu, Gaojie Chen, Tony Q. S. Quek, R. Tafazolli",10.1109/TWC.2023.3328872,https://doi.org/10.1109/TWC.2023.3328872,IEEE Transactions on Wireless Communications,33,2024,-
"Convergent Communication, Sensing and Localization in 6G Systems: An Overview of Technologies, Opportunities and Challenges","Carlos H. M. de Lima, D. Belot, Rafael Berkvens, A. Bourdoux, D. Dardari, M. Guillaud, M. Isomursu, E. Lohan, Yang Miao, A. Barreto, M. R. K. Aziz, Jani Saloranta, Tachporn Sanguanpuak, Hadi Sarieddeen, G. Seco-Granados, Jaakko Suutala, T. Svensson, M. Valkama, B. van Liempd, H. Wymeersch",10.1109/ACCESS.2021.3053486,https://doi.org/10.1109/ACCESS.2021.3053486,IEEE Access,342,2021,-
Channel Characteristics Analysis of RIS-Assisted Wireless Communication in Mountainous City Scenarios,"Xiyuan Ren, Xiaorong Jing, Qianbin Chen",10.1109/WCCCT65447.2025.11027974,https://doi.org/10.1109/WCCCT65447.2025.11027974,2025 8th World Conference on Computing and Communication Technologies (WCCCT),0,2025,-
The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications -A Survey,"A. Tishchenko, M. Khalily, Arman Shojaeifard, Fraser Burton, Emil Björnson, Marco Di Renzo, R. Tafazolli",10.1109/comst.2024.3519785,https://doi.org/10.1109/comst.2024.3519785,IEEE Communications Surveys &amp; Tutorials,12,2025,-
Intensity-only OMP-based Direction Estimation for Hybrid Reconfigurable Intelligent Surfaces,"Idban Alamzadeh, G. C. Alexandropoulos, M. Imani",10.1109/USNC-URSI52151.2023.10237986,https://doi.org/10.1109/USNC-URSI52151.2023.10237986,2023 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (USNC-URSI),7,2023,-
Efficient Target Search and Detection in RIS-Aided Integrated Sensing and Communications System,"Jun Xiao, Jianhua Tang, Jiao Chen",10.1109/TVT.2024.3350070,https://doi.org/10.1109/TVT.2024.3350070,IEEE Transactions on Vehicular Technology,6,2024,-
Geometric Mean Rate Maximization in RIS-Aided mmWave ISAC Systems Relying on a Non-Diagonal Phase Shift Matrix,"Jitendra Singh, A. Jagannatham, L. Hanzo",10.1109/OJCOMS.2025.3573196,https://doi.org/10.1109/OJCOMS.2025.3573196,IEEE Open Journal of the Communications Society,1,2025,-
RIS-Aided Non-Cooperative Multi-Base Station Multi-User ISAC Scheme,"Yihong Liu, Dongqi Luo, Feifei Gao",10.1109/TVT.2025.3529673,https://doi.org/10.1109/TVT.2025.3529673,IEEE Transactions on Vehicular Technology,0,2025,-
A Multi-Functional Reconfigurable Intelligent Surface with Integrated Sensing Capability,"M. B. Sahin, O. Civi",10.1109/AP-S/INC-USNC-URSI52054.2024.10686983,https://doi.org/10.1109/AP-S/INC-USNC-URSI52054.2024.10686983,2024 IEEE International Symposium on Antennas and Propagation and INC/USNC‐URSI Radio Science Meeting (AP-S/INC-USNC-URSI),0,2024,-
A Real-Time Antenna Selection Approach in an RIS-Assisted MIMO Radar,"A. Ajorloo, F. Colone",10.23919/irs64527.2025.11046119,https://doi.org/10.23919/irs64527.2025.11046119,International Radar Symposium,0,2025,-
Joint Beamforming Design for RIS-Aided Secure Integrated Sensing and Communication Systems,"Haitao Zhao, Fengjing Wu, Wenchao Xia, Yao Zhang, Yiyang Ni, Hongbo Zhu",10.1109/LCOMM.2023.3312089,https://doi.org/10.1109/LCOMM.2023.3312089,IEEE Communications Letters,31,2023,-
Joint Antenna Selection and Beamforming Design for Active RIS-Aided ISAC Systems,"Wei Ma, Peichan Zhang, Jun-qing Ye, Rouyang Guan, Xiao-Peng Li, Lei Huang",10.1109/JIOT.2025.3560128,https://doi.org/10.1109/JIOT.2025.3560128,IEEE Internet of Things Journal,0,2025,-
Resource Optimization in Active-STAR-RIS-Aided THz ISAC Systems With DDA Modulation: A Machine-Learning Approach,"Sravani Kurma, Keshav Singh, Shahid Mumtaz, Theodoros A. Tsiftsis, Chih-Peng Li",10.1109/TWC.2024.3428493,https://doi.org/10.1109/TWC.2024.3428493,IEEE Transactions on Wireless Communications,3,2024,-
A Survey of Beam Management for mmWave and THz Communications Towards 6G,"Qing Xue, Cheng‐Gao Ji, Shaodan Ma, Jiajia Guo, Yongjun Xu, Qianbin Chen, Wei Zhang",10.1109/COMST.2024.3361991,https://doi.org/10.1109/COMST.2024.3361991,IEEE Communications Surveys and Tutorials,85,2023,-
Federated Reinforcement Learning for Multi-Dual-STAR-RIS Assisted DFRC-Enabled Multi-BS in ISAC Systems,"Po-Chen Wu, Li-Hsiang Shen, Kai-Ten Feng, Ching-Yao Chan",10.1109/ICC51166.2024.10622959,https://doi.org/10.1109/ICC51166.2024.10622959,ICC 2024 - IEEE International Conference on Communications,0,2024,-
Reconfigurable Intelligent Surface-Aided Secure Integrated Radar and Communication Systems,"Tong-Xing Zheng, Xin Chen, Lan Lan, Ying Ju, Xiaoyan Hu, Rongke Liu, Derrick Wing Kwan Ng, T. Cui",10.1109/TWC.2024.3514663,https://doi.org/10.1109/TWC.2024.3514663,IEEE Transactions on Wireless Communications,1,2024,-
Robust and Secure Beamforming Design for STAR-RIS-Enabled IoE ISAC Systems,"Tao Zhou, Kui Xu, Guojie Hu, Xiaochen Xia, Chunguo Li, Chen Wei, Chengjian Liao",10.1109/JIOT.2024.3502669,https://doi.org/10.1109/JIOT.2024.3502669,IEEE Internet of Things Journal,3,2025,-
RIS-Assisted Propagation Control in CDMA-FBMC-OQAM System,"Radhashyam Patra |, Arunanshu Mahapatro",-,-,,-,-,Internet Technology Letters - 2024 - Patra - RIS Assisted Propagation Control in CDMA‐FBMC‐OQAM System.pdf
Progress and prospects for LiDARoriented optical phased arrays based on photonic integrated circuits Check for updates,"Weihan Xu, Qiqi Yuan, Yunhong Yang, Liangjun Lu, Jianping Chen, Linjie Zhou",-,-,,-,-,OPA_001.pdf
"A contemporary survey on free space optical communication: Potentials, technical challenges, recent advances and research direction","Abu Jahid, Mohammed H Alsharif, Trevor J Hall",-,-,,-,2022,OWC_015.pdf
A review of liquid crystal spatial light modulators: devices and applications,"Andrew Forbes, Liangcai Cao, Wagner Tavares Buono, Dongliang Tang, Zhenglong Shao, Xin Xie, Yingjie Zhou, Xiaohu Zhang, Fan Fan, Shuangchun Wen, Weijia Meng, Yilin Hua, Ke Cheng, Baoli Li, Tingting Liu, Qinyu Chen, Haitao Luan, Min Gu, Xinyuan Fang, Yan Xing, Xing-Yu Lin, Lin-Bo Zhang, Yun-Peng Xia, Han-Le Zhang, Hong-Yu Cui, Shuang Li, Tong-Yu Wang, Hui Ren, Di Wang, Huan Deng, Qiong-Hua Wang, Yiqian Yang",-,-,,-,2023,RIS_006.pdf
"Progress on intelligent metasurfaces for signal relay, transmitter, and processor","Chao Qian, Longwei Tian, Hongsheng Chen",-,-,,-,-,RIS_001.pdf
Realization of high-performance optical metasurfaces over a large area: a review from a design perspective Check for updates,"Minseok Choi, Junkyeong Park, Jehyeon Shin, Harit Keawmuang, Hongyoon Kim, Jooyeong Yun, Junhwa Seong, Junsuk Rho",-,-,,-,2024,RIS_010.pdf
High-speed free-space optical communication using standard fiber communication components without optical amplification,"Hua-Ying Liu, Yao Zhang, Xiaoyi Liu, Luyi Sun, Pengfei Fan, Xiaohui Tian, Dong Pan, Mo Yuan, Zhijun Yin, Guilu Long, Shi-Ning Zhu, Zhenda Xie",-,-,,-,2023,OWC-005.pdf
Complex spatial light modulation capability of a dual layer in-plane switching liquid crystal panel,"Seong-Woo Jang, Wonwoo Choi, Soobin Kim, Jonghyun Lee, Sehwan Na, Sangwon Ham, Juseong Park, Hoon Kang, Byeong-Kwon Ju, Hwi Kim",-,-,,-,-,RIS_008.pdf
"Recent advances in metasurface design and quantum optics applications with machine learning, physics-informed neural networks, and topology optimization methods","Wenye Ji, Jin Chang, He-Xiu Xu, Jian Rong Gao, Simon Gröblacher, H Paul Urbach, Aurèle J L Adam",-,-,,-,-,RIS_004.pdf
Future technology trends of terrestrial International Mobile,-,-,-,,-,-,VIZ003.pdf
"High speed, complex wavefront shaping using the digital micro-mirror device","Ahmed B Ayoub, Demetri Psaltis",-,-,,-,-,RIS_011.pdf
Electrically programmable solid-state metasurfaces via flash localised heating,"Khosro Zangeneh Kamali, Lei Xu, Nikita Gagrani, Hark Hoe, Chennupati Jagadish, Andrey Miroshnichenko, Dragomir Neshev, Mohsen Rahmani",-,-,,-,-,RIS_012.pdf
overall objectives of the future development of IMT for 2030 and beyond 1 (2023) Scope,-,-,-,,-,-,VIZ001.pdf
Fundamentals of phase-only liquid crystal on silicon (LCOS) devices,"Zichen Zhang, Zheng You, Daping P Chu",-,-,,-,2014,RIS_017.pdf
Real-time programmable metasurface for terahertz multifunctional wave front engineering,"Feng Lan, Luyang Wang, Hongxin Zeng, Shixiong Liang, Tianyang Song, Wenxin Liu, Pinaki Mazumder, Ziqiang Yang, Yaxin Zhang, Daniel M Mittleman",-,-,,-,-,RIS_013.pdf
"Coding metamaterials, digital metamaterials and programmable metamaterials","Tie Jun Cui, Mei Qing Qi, Xiang Wan, Jie Zhao, Qiang Cheng",-,-,,-,2014,RIS_018.pdf
Wireless microwave-to-optical conversion via programmable metasurface without DC supply,"Xin Ge Zhang, Ya Lun Sun, Bingcheng Zhu, Han Wei Tian, Bo Yuan Wang, Zaichen Zhang, Cheng-Wei Qiu, Tie Jun Cui, Xiang Wei,  Jiang",-,-,,-,-,RIS_007.pdf
Integrated metasurfaces for re-envisioning a nearfuture disruptive optical platform,"Younghwan Yang, Junhwa Seong, Minseok Choi, Junkyeong Park, Gyeongtae Kim, Hongyoon Kim, Junhyeon Jeong, Chunghwan Jung, Joohoon Kim, Gyoseon Jeon, Kyung-Il Lee, Dong Hyun Yoon, Junsuk Rho",-,-,,-,-,RIS_005.pdf
Optical Self-Tuning of Ferroelectric Metasurfaces Infiltrated with Nematic Liquid Crystals via Photovoltaic Effect,"Atefeh Habibpourmoghadam, Boris N Chichkov, Antonio Calà Lesina, A Calà,  Lesina",-,-,,-,2025,RIS_002.pdf
Survey of next-generation optical wireless communication technologies for 6G and Beyond 6G,"Huy Nguyen, Yeong Min Jang",-,-,,-,2025,OWC_009.pdf
A Top-Down Survey on Optical Wireless Communications for the Internet of Things,"Abdulkadir Celik, Imene Romdhane, Georges Kaddoum, Ahmed M Eltawil",-,-,,-,2023,OWC-001.pdf
Optical multi-beam steering and communication using integrated acoustooptics arrays,"Qixuan Lin, Shucheng Fang, Yue Yu, Zichen Xi, Linbo Shao, Bingzhao Li, Mo Li",-,-,,-,-,OPA_006.pdf
Tbps wide-field parallel optical wireless communications based on a metasurface beam splitter,"Yue Wu, Ji Chen, Yin Wang, Zhongyi Yuan, Chunyu Huang, Jiacheng Sun, Chengyi Feng, Muyang Li, Kai Qiu, Shining Zhu, Zaichen Zhang, Tao Li",-,-,,-,-,OWC_013.pdf
5G wavelength-division-multiplexingbased bidirectional optical wireless communication system with signal remodulation employing cascaded reflective semiconductor optical amplifiers Check for updates,"Hai-Han Lu, Chung-Yi Li, Xu-Hong Huang, Yu-Yao Bai, Wei-Wen Hsu, Yu-Chen Chung, Jia-Ming Lu, Kelper Okram",-,-,,-,-,OWC_014.pdf
Optical wireless communications for next-generation radio access networks,"Abdul Wadud, Anas Basalamah",-,-,,-,2025,OWC_010.pdf
Measurement dataset of experimental in-body optical wireless communication test-b e d for research purposes,"Syifaul Fuada, Mariella Särestöniemi, Marcos Katz",-,-,,-,2025,OWC_012.pdf
Design and implementation of underwater optical wireless communication prototype system supporting automatic beam alignment,"Yeongho Park, Hyojin Lim, Yujae Song",-,-,,-,2024,OWC_011.pdf
Design of optical phased array with low-sidelobe beam steering in thin film lithium niobate,"Yang Li, Huajiang Chen, Runhao Liu, Shiyao Deng, Jinmian Zhu, Yuanzhi Hu, Tiefeng Yang, Heyuan Guan, Huihui Lu",-,-,,-,2023,OPA_014.pdf
Feasibility study of a Terabit/s GEO-to-Ground WDM Optical Communication Link,"Veronica Spirito, Giulio Cossu, Ernesto Ciaramella",-,-,,-,-,OWC_008.pdf
Low sidelobe silicon optical phased array with Chebyshev amplitude distribution,"Daoxin Dai, Yaocheng Shi, Shi Zhao, Daixin Lian, Wenlei Li, Jingye Chen",-,-,,-,2024,OPA_015.pdf
An autonomous and passive daytime air-turbulence monitor for FSOC link optimization,"Maxime Lamotte, Frédéric Jabet",-,-,,-,-,OWC_007.pdf
Dual-axis beam-steering optical-phased array with purely passive phase shifters,"Venus Kakdarvishi, Bowen Yu, Konstantin Tsoi, Yasha Yi",-,-,,-,-,OPA_013.pdf
SiN-On-SOI Optical Phased Array LiDAR for Ultra-Wide Field of View and 4D Sensing,"Baisong Chen, Yingzhi Li, Qijie Xie, Quanxin Na, Min Tao, Ziming Wang, Zihao Zhi, Heming Hu, Xuetong Li, Huan Qu, Yafang He, Xiaolong Hu, Guoqiang Lo, Junfeng Song, J Song Peng",-,-,,-,-,OPA_010.pdf
Deep neural network-based phase calibration in integrated optical phased arrays,"Jae-Yong Kim, Junhyeong Kim, Jinhyeong Yoon, Seokjin Hong, Berkay Neseli, Namhyun Kwon, Jong-Bum You, Hyeonho Yoon, Hyo-Hoon Park, Hamza Kurt",-,-,,-,-,OPA_012.pdf
Ultra-Sparse Aperiodic Silicon Optical Phased Array Using High-Performance Thermo-Optic Phase Shifter,"Huaqing Qiu, Yong Liu, Xiansong Meng, Xiaowei Guan, Yunhong Ding, Hao Hu",-,-,,-,-,OPA_011.pdf
Optical phased array receiver with mode diversity and coherent combination,"Lei Zhang, Enge Zhang",-,-,,-,2025,OPA_009.pdf
Integrated optical phased array with on-chip amplification enabling programmable beam shaping,"Marco Gagino, Alonso Millan-Mejia, Luc Augustin, Kevin Williams, Erwin Bente, Victor Dolores-Calzadilla",-,-,,-,-,OPA_003.pdf
Wide-angle non-uniform optical phased array using compact and efficient antenna design,"Omar E Elsheikh, Mohamed A Swillam",-,-,,-,-,OPA_005.pdf
Single soliton microcomb combined with optical phased array for parallel FMCW LiDAR,"Jingye Chen, Wenlei Li, Zhe Kang, Zongxing Lin, Shi Zhao, Daixin Lian, Jijun He, Dongmei Huang, Daoxin Dai, Yaocheng Shi",-,-,,-,-,OPA_002.pdf
Ultrawide field-of-view integrated optical phased arrays employing multiple orbital angular momentum beams,"Zhen Wang, Shuxin Liu, Jingchi Li, Yong Zhang, Xinyuan Fang, Qiwen Zhan, Yikai Su",-,-,,-,2024,OPA_008.pdf
"000-Channel Integrated Optical Phased Array with 180° Field of View, High Resolution and High Scalability","Yong Liu, Xiansong Meng",-,-,,-,-,OPA_004.pdf
Advancements in LED-based indoor visible light communication: A two-decade survey,"N Aravindan, S Selvendran, A Sivanantha Raja, A B S T R A C T",-,-,,-,2025,ISAC_019.pdf
"Data-driven integrated sensing and communication: Recent advances, challenges, and future prospects","Hammam Salem, Haleema Sadia, Muzakkir Quamar, Adeb Magad, Mohammed Elrashidy, Nasir Saeed, Mudassir Masood",-,-,,-,2025,ISAC_015.pdf
"Integrated sensing, lighting and communication based on visible light communication: A review","Chenxin Liang, Jiarong Li, Sicong Liu, Fang Yang, Yuhan Dong, Jian Song, Xiao-Ping Zhang, Wenbo Ding",-,-,,-,2023,ISAC_007.pdf
Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,"Haibo Wang, Zaichen Zhang, Yingmeng Ge, Bingcheng Zhu",-,-,,-,-,ISAC_020.pdf
Joint communication and radar sensing in 5G mobile network by compressive sensing,"Lushanur Rahman, J Andrew Zhang, Xiaojing Huang, Y Jay, Zhiping Lu",-,-,,-,-,ISAC_013.pdf
