row_type,section,study_id,axis,record_id,raw_token,normalized_category,record_eligibility,is_recognized,body_membership_included,recognized_categories_for_study_axis,recognized_category_count_for_study_axis,eligible_raw_token_count_for_study_axis,fallback_body_id,fallback_body_included_for_study_axis,decision_reason
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-029,false_target_frequency_distance,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-030,false_target_frequency_distance,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-031,QBP_false_target_frequencies,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-032,PD_false_target_distances,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-033,carrier_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-035,optimal_drive_voltage,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-036,range_resolution,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-037,range_resolution,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-038,range_resolution,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-039,calibration_distances,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-040,systematic_distance_offset,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-041,maximum_distance_error,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-042,maximum_distance_error,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-043,maximum_distance_error,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-045,range_resolution_range,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00985,sensing,MET-R10-SCR00985-046,calibrated_distance_error,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|channel_loss_gain|error_rate|latency_complexity|power_energy_device_response|range_error_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,8,33,S3-sensing_other_sensing_metric,no,recognized_category_included
axis_summary,S3,STC-SINGLETON-SCR-00986,communication,,,other_communication_metric,study_domain_summary,NA,no,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,fallback_suppressed_because_recognized_category_exists_in_study_domain
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-001,TDM_slot_durations,system_configuration_or_input_parameter,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-013,carrier_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-021,wireless_distance,communication_reach_coverage,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-022,propagation_loss,other_communication_metric,eligible,no,no,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-023,LNA_input_power,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-024,LNA_gain,other_communication_metric,eligible,no,no,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-025,frequency_multiplier_factor,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-026,electrical_LO_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-027,IF_signal_power,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-028,IF_amplifier_gain,other_communication_metric,eligible,no,no,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-029,oscilloscope_sampling_rate,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-036,fiber_length_conditions,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-037,optimal_center_frequency_range,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-043,maximum_baud_rate,throughput_rate_capacity,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-044,gross_line_rate,throughput_rate_capacity,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-045,net_data_rate,throughput_rate_capacity,quarantined_excluded,yes,no,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,quarantined_claim_excluded_from_body_membership
raw_token,S3,STC-SINGLETON-SCR-00986,communication,MET-R10-SCR00986-046,BER_threshold_across_fiber,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|error_rate|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,6,16,S3-communication_other_communication_metric,no,recognized_category_included
axis_summary,S3,STC-SINGLETON-SCR-00986,sensing,,,other_sensing_metric,study_domain_summary,NA,no,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,fallback_suppressed_because_recognized_category_exists_in_study_domain
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-001,TDM_slot_durations,system_configuration_or_input_parameter,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-002,maximum_unambiguous_range,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-013,carrier_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-030,echo_amplifier_gains,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-031,homodyne_LO_power,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-032,combined_optical_power,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-034,simulation_waveform,system_configuration_or_input_parameter,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-035,simulated_target_frequencies,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-036,fiber_length_conditions,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-037,optimal_center_frequency_range,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-038,resolution_test_conditions,sensing_resolution,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-039,range_resolution,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-040,target_distance_conditions,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-041,systematic_distance_offset,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00986,sensing,MET-R10-SCR00986-042,maximum_mean_ranging_error,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|power_energy_device_response|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,7,15,S3-sensing_other_sensing_metric,no,recognized_category_included
axis_summary,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,,,other_communication_metric,study_domain_summary,NA,no,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,fallback_suppressed_because_recognized_category_exists_in_study_domain
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-001,THz_channel_centers,other_communication_metric,eligible,no,no,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-002,channel_spacing,system_configuration_or_input_parameter,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-003,LFM_bandwidth_duration,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-004,PRBS_length,system_configuration_or_input_parameter,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-011,wireless_distance,communication_reach_coverage,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-014,synchronization_sidelobe,other_communication_metric,eligible,no,no,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-015,16QAM_symbol_rate,throughput_rate_capacity,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-016,gross_net_data_rate,throughput_rate_capacity,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-017,photocurrent_for_HD_FEC,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-018,32QAM_symbol_rate,throughput_rate_capacity,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,communication,MET-R10-SCR00988-019,gross_net_data_rate,throughput_rate_capacity,eligible,yes,yes,bandwidth_waveform_configuration|communication_reach_coverage|power_energy_device_response|system_configuration_or_input_parameter|throughput_rate_capacity,5,11,S3-communication_other_communication_metric,no,recognized_category_included
axis_summary,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,,,other_sensing_metric,study_domain_summary,NA,no,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,fallback_suppressed_because_recognized_category_exists_in_study_domain
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-001,THz_channel_centers,other_sensing_metric,eligible,no,no,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-002,channel_spacing,system_configuration_or_input_parameter,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-003,LFM_bandwidth_duration,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-005,fusion_resolution_bounds,sensing_resolution,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-006,AR_resolution_penalty,sensing_resolution,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-011,wireless_distance,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-020,single_channel_resolution,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-021,fused_range_resolution,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-022,target_separation,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-023,target_separation,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-024,DSO_range_error,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,sensing,MET-R10-SCR00988-025,random_range_error,range_error_resolution,eligible,yes,yes,bandwidth_waveform_configuration|range_error_resolution|sensing_resolution|sensing_task_output_or_configuration|system_configuration_or_input_parameter,5,12,S3-sensing_other_sensing_metric,no,recognized_category_included
axis_summary,S3,STC-DP-IMDD-THZ-RANGING-2025-2026,communication,,,other_communication_metric,study_domain_summary,NA,no,bandwidth_waveform_configuration|error_rate|received_signal_quality|spectral_efficiency|throughput_rate_capacity,5,10,S3-communication_other_communication_metric,no,fallback_suppressed_because_recognized_category_exists_in_study_domain
raw_token,S3,STC-DP-IMDD-THZ-RANGING-2025-2026,communication,MET-R10-SCR00989-001,THz_carrier_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|received_signal_quality|spectral_efficiency|throughput_rate_capacity,5,10,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-DP-IMDD-THZ-RANGING-2025-2026,communication,MET-R10-SCR00989-006,OFDM_subcarriers_pilots,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|received_signal_quality|spectral_efficiency|throughput_rate_capacity,5,10,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-DP-IMDD-THZ-RANGING-2025-2026,communication,MET-R10-SCR00989-008,baud_distance_profiles,throughput_rate_capacity,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|received_signal_quality|spectral_efficiency|throughput_rate_capacity,5,10,S3-communication_other_communication_metric,no,recognized_category_included
